P_TA	1xPN96_14745	1xPN96_02265	1xPN96_14890	1xPN96_11980	1xPN96_00110	1xPN96_02170	1xPN96_12435	1xPN96_11895	1xPN96_11950	1xPN96_00105	1xPN96_03625	1xPN96_14880	1xPN96_11885	1xPN96_11910	1xPN96_14360	1xPN96_11880	1xPN96_11975	1xPN96_07520	1xPN96_11965	1xPN96_13340	1xPN96_00100	1xPN96_11905	1xPN96_01665	1xPN96_11305	1xPN96_07175	1xPN96_11450	1xPN96_01015	1xPN96_01720	1xPN96_12005	1xPN96_11930	1xPN96_12000	1xPN96_07180	1xPN96_11940	1xPN96_11935	1xPN96_01650	1xPN96_14730	1xPN96_11985	1xPN96_11960	1xPN96_03485	1xPN96_11890	1xPN96_12440	1xPN96_11680	1xPN96_11915	1xPN96_01265	1xPN96_16275	1xPN96_11970	1xPN96_02260	1xPN96_14895	1xPN96_01280	1xPN96_08340	1xPN96_11925	4xPN96_00115	1xPN96_10890	1xPN96_16730	1xPN96_11675	1xPN96_11995	1xPN96_11300	1xPN96_11990	1xPN96_16760	1xPN96_14735	1xPN96_12010	1xPN96_11955	1xPN96_17325	1xPN96_07170	1xPN96_16755	1xPN96_11870	1xPN96_11945	1xPN96_07270	1xPN96_11920
P_CHP	1xPN96_10240	7xPN96_17210	2xPN96_20675	14xPN96_17215	1xPN96_08975	6xPN96_14550	2xPN96_10250
P_TSC	0xPN96_00490	0xPN96_11465	2xPN96_11875	1xPN96_00125	1xPN96_00120	0xPN96_01115	1xPN96_12565
P_REP	3xPN96_02965	1xPN96_00610	6xPN96_14905	2xPN96_02335	1xPN96_11460	2xPN96_14215	2xPN96_22525	1xPN96_09905	1xPN96_03535
P_RNADEG
