Enzyme	Concentration
R_rxn04031_c_enzyme	0.0
R_rxn03084_c_enzyme	6.213574958345565e-06
R_rxn01208_c_enzyme	1.031361803284593e-05
R_rxn05034_c_enzyme	0.0
R_rxn02161_c_enzyme	0.0
R_rxn05651_c_enzyme	2.992748241578099e-07
R_rxn00874_c_duplicate_5_enzyme	0.0
R_rxn10206_c_enzyme	0.0
R_rxn03248_c_duplicate_2_enzyme	0.0
R_rxn02229_c_enzyme	0.0
R_EX_cpd03696_e_enzyme	0
R_rxn01893_c_duplicate_2_enzyme	0.0
R_rxn02181_c_enzyme	0.0
R_rxn08983_c_duplicate_3_enzyme	0.0
R_rxn03061_c_enzyme	0.0
R_rxn03490_c_enzyme	0.0
R_rxn07875_c_enzyme	0.0
R_EX_cpd00054_e_enzyme	0
R_rxn06435_c_enzyme	6.273440552809799e-08
R_rxn15947_c_enzyme	4.386979273448665e-06
R_rxn01642_c_enzyme	0.0
R_rxn01974_c_enzyme	4.5443455822124653e-07
R_rxn00933_c_enzyme	0.0
R_rxn01977_c_enzyme	0.0
R_rxn07230_c_enzyme	0.0
R_rxn00872_c_enzyme	0.0
R_rxn03273_c_enzyme	0.0
R_rxn21862_c_enzyme	4.2418754378030465e-12
R_rxn08443_c_enzyme	3.1904841917891837e-07
R_rxn03175_c_enzyme	6.550444901827714e-06
R_rxn09113_c_enzyme	0.0
R_rxn05561_c_duplicate_4_enzyme	0.0
R_rxn00676_c_duplicate_5_enzyme	4.2186442447476763e-07
R_rxn00835_c_duplicate_2_enzyme	0.0
R_rxn00423_c_enzyme	6.337068684376882e-08
R_rxn02270_c_duplicate_2_enzyme	4.2186442447476763e-07
R_rxn00416_c_enzyme	5.7018941986344725e-06
R_rxn03445_c_enzyme	0.0
R_rxn03333_c_duplicate_4_enzyme	0.0
R_rxn00669_c_enzyme	0.0
R_rxn05551_c_enzyme	0.0
R_rxn05189_c_enzyme	0.0
R_rxn10571_c_enzyme	0.0
R_rxn01515_c_enzyme	0.0
R_rxn10336_c_enzyme	0.0
R_rxn14054_c_duplicate_4_enzyme	0.0
R_rxn00320_c_enzyme	0.0
R_rxn00247_c_enzyme	0.0
R_rxn00807_c_enzyme	0.0
R_rxn02687_c_duplicate_2_enzyme	0.0
R_rxn01859_c_duplicate_2_enzyme	0.0
R_rxn02260_c_enzyme	0.0
R_rxn12645_c_duplicate_5_enzyme	0.0
R_rxn00796_c_enzyme	4.2418754378030465e-12
R_rxn00575_c_duplicate_2_enzyme	0.0
R_rxn00991_c_duplicate_2_enzyme	0.0
R_rxn05735_c_duplicate_3_enzyme	0.0
R_rxn05365_c_enzyme	0.0
R_rxn12639_c_duplicate_4_enzyme	0.0
R_rxn07434_c_enzyme	4.2186442447476763e-07
R_rxn05221_c_duplicate_2_enzyme	0.0
R_rxn05393_c_enzyme	0.0
R_rxn00782_c_duplicate_3_enzyme	0.0
R_rxn00527_c_duplicate_4_enzyme	0.0
R_rxn02503_c_duplicate_2_enzyme	0.0
R_rxn01446_c_duplicate_2_enzyme	0.0
R_rxn05654_c_duplicate_4_enzyme	0.0
R_rxn01225_c_duplicate_4_enzyme	0.0
R_rxn01211_c_enzyme	0.0
R_rxn05569_c_enzyme	0.0
R_rxn04598_c_duplicate_2_enzyme	0.0
R_rxn12191_c_duplicate_6_enzyme	0.0
R_rxn03012_c_enzyme	0.0
R_rxn01516_c_enzyme	0.0
R_rxn03287_c_duplicate_2_enzyme	0.0
R_rxn02936_c_enzyme	0.0
R_rxn12640_c_enzyme	0.0
R_rxn04384_c_enzyme	0.0
R_rxn11720_c_enzyme	0.0
R_rxn06076_c_duplicate_2_enzyme	0.0
R_rxn02949_c_enzyme	0.0
R_rxn01530_c_duplicate_2_enzyme	0.0
R_rxn10266_c_enzyme	0.0
R_rxn12644_c_duplicate_6_enzyme	0.0
R_rxn01146_c_enzyme	0.0
R_rxn00650_c_duplicate_6_enzyme	0.0
R_rxn03540_c_enzyme	0.0
R_rxn12847_c_duplicate_3_enzyme	0.0
R_rxn00623_c_duplicate_2_enzyme	0.0
R_rxn01646_c_duplicate_2_enzyme	0.0
R_rxn08800_c_enzyme	0.0
R_rxn02159_c_enzyme	1.445791480113104e-07
R_rxn02804_c_duplicate_3_enzyme	0.0
R_rxn10204_c_enzyme	0.0
R_rxn40037_c_enzyme	1.2461891211940326e-05
R_rxn01480_c_duplicate_3_enzyme	0.0
R_rxn05582_c_enzyme	0.0
R_EX_cpd00063_e_enzyme	0
R_rxn02260_c_duplicate_2_enzyme	0.0
R_rxn01679_c_enzyme	0.0
R_EX_cpd01329_e_enzyme	0
R_rxn10257_c_duplicate_2_enzyme	0.0
R_rxn00527_c_duplicate_3_enzyme	0.0
R_rxn05560_c_enzyme	0.0
R_rxn12641_c_duplicate_2_enzyme	0.0
R_rxn03035_c_enzyme	0.0
R_rxn02774_c_enzyme	0.0
R_rxn02680_c_duplicate_5_enzyme	0.0
R_rxn02166_c_duplicate_2_enzyme	0.0
R_rxn00469_c_duplicate_2_enzyme	0.0
R_rxn06517_c_enzyme	0.0
R_rxn01701_c_duplicate_2_enzyme	0.0
R_rxn00085_c_duplicate_4_enzyme	0.0
R_rxn13952_c_enzyme	0.0
R_rxn02339_c_duplicate_3_enzyme	0.0
R_rxn00707_c_enzyme	0.0
R_rxn02314_c_duplicate_2_enzyme	0.0
R_rxn01013_c_enzyme	0.0
R_rxn11838_c_duplicate_7_enzyme	0.0
R_rxn12640_c_duplicate_3_enzyme	0.0
R_EX_cpd03725_e_enzyme	0
R_rxn09110_c_enzyme	0.0
R_EX_cpd00214_e_enzyme	0
R_rxn12635_c_duplicate_4_enzyme	0.0
R_rxn00291_c_enzyme	0.0
R_rxn10042_c_duplicate_2_enzyme	0.0
R_rxn00834_c_enzyme	9.7354831858866e-07
R_rxn00775_c_enzyme	0.0
R_rxn05429_c_enzyme	0.0
R_EX_cpd15378_c_enzyme	0
R_rxn09450_c_duplicate_4_enzyme	0.0
R_rxn12638_c_enzyme	0.0
R_rxn03333_c_duplicate_5_enzyme	0.0
R_rxn02360_c_enzyme	0.0
R_rxn12405_c_enzyme	0.0
R_rxn01302_c_enzyme	0.0
R_rxn00350_c_duplicate_2_enzyme	0.0
R_rxn06037_c_enzyme	0.0
R_rxn11268_c_enzyme	0.0
R_rxn11567_c_enzyme	0.0
R_rxn12845_c_duplicate_3_enzyme	0.0
R_EX_cpd00064_e_enzyme	0
R_rxn08809_c_enzyme	0.0
R_rxn10806_c_duplicate_8_enzyme	0.0
R_rxn01313_c_enzyme	0.0
R_rxn11809_c_duplicate_4_enzyme	0.0
R_EX_cpd00100_e_enzyme	0
R_rxn00493_c_enzyme	2.4935792065018125e-07
R_rxn06510_c_duplicate_4_enzyme	0.0
R_rxn03915_c_enzyme	0.0
R_rxn02576_c_duplicate_2_enzyme	0.0
R_rxn05429_c_duplicate_2_enzyme	0.0
R_rxn00658_c_enzyme	0.0
R_rxn01268_c_enzyme	1.8104107261049292e-07
R_rxn06300_c_enzyme	6.56571985421471e-07
R_rxn00441_c_enzyme	1.0715451891304302e-05
R_rxn00214_c_duplicate_2_enzyme	0.0
R_rxn12845_c_duplicate_5_enzyme	0.0
R_rxn02011_c_enzyme	2.9114112067361213e-08
R_rxn01763_c_enzyme	0.0
R_rxn01270_c_enzyme	0.0
R_EX_cpd00276_e_enzyme	0
R_rxn04787_c_enzyme	4.4815414000389183e-07
R_rxn05736_c_duplicate_6_enzyme	0.0
R_rxn03433_c_enzyme	0.0
R_rxn05371_c_enzyme	0.0
R_rxn08713_c_enzyme	0.0
R_rxn00859_c_enzyme	0.0
R_rxn00558_c_enzyme	8.048507047470669e-06
R_rxn02927_c_enzyme	0.0
R_rxn02435_c_enzyme	0.0
R_maintenance_atp_enzyme	0
R_rxn05251_c_duplicate_2_enzyme	0.0
R_rxn10232_c_enzyme	0.0
R_rxn08817_c_enzyme	0.0
R_rxn16385_c_enzyme	4.2418754378030465e-12
R_rxn07493_c_enzyme	0.0
R_rxn07900_c_enzyme	0.0
R_rxn00549_c_enzyme	0.0
R_rxn02170_c_enzyme	0.0
R_rxn10180_c_enzyme	0.0
R_rxn12846_c_duplicate_6_enzyme	0.0
R_rxn00012_c_enzyme	0.0
R_rxn00539_c_enzyme	0.0
R_rxn01000_c_duplicate_2_enzyme	0.0
R_rxn07684_c_duplicate_2_enzyme	0.0
R_rxn00713_c_duplicate_2_enzyme	0.0
R_rxn00189_c_duplicate_2_enzyme	0.0
R_rxn05250_c_duplicate_2_enzyme	0.0
R_rxn00679_c_enzyme	0.0
R_rxn01530_c_duplicate_7_enzyme	0.0
R_rxn01480_c_enzyme	0.0
R_rxn01297_c_duplicate_2_enzyme	0.0
R_rxn05392_c_enzyme	0.0
R_rxn02737_c_duplicate_3_enzyme	0.0
R_rxn05251_c_duplicate_7_enzyme	0.0
R_rxn05557_c_duplicate_2_enzyme	0.0
R_rxn06937_c_enzyme	0.0
R_rxn00874_c_duplicate_3_enzyme	0.0
R_rxn01018_c_duplicate_2_enzyme	7.774475860687835e-06
R_rxn05175_c_enzyme	0.0
R_rxn12191_c_duplicate_2_enzyme	0.0
R_rxn00807_c_duplicate_2_enzyme	0.0
R_rxn01459_c_enzyme	0.0
R_rxn05349_c_enzyme	0.0
R_rxn00058_c_duplicate_2_enzyme	0.0
R_rxn12845_c_duplicate_6_enzyme	0.0
R_rxn00428_c_duplicate_2_enzyme	0.0
R_rxn12639_c_duplicate_3_enzyme	0.0
R_rxn02796_c_enzyme	0.0
R_rxn05363_c_enzyme	0.0
R_rxn05005_c_duplicate_3_enzyme	0.0
R_rxn02925_c_duplicate_2_enzyme	0.0
R_rxn09449_c_enzyme	0.0
R_rxn05127_c_duplicate_2_enzyme	0.0
R_rxn03397_c_enzyme	0.0
R_rxn00920_c_enzyme	0.0
R_rxn03130_c_enzyme	4.126496425894804e-08
R_rxn05442_c_enzyme	0.0
R_rxn05114_c_enzyme	0.0
R_rxn03240_c_duplicate_2_enzyme	5.897394583668819e-07
R_rxn01544_c_enzyme	0.0
R_rxn00921_c_enzyme	0.0
R_rxn08709_c_enzyme	0.0
R_rxn00178_c_enzyme	0.0
R_rxn00506_c_duplicate_2_enzyme	0.0
R_rxn00646_c_enzyme	0.0
R_rxn12633_c_duplicate_6_enzyme	0.0
R_rxn05012_c_enzyme	0.0
R_rxn10131_c_duplicate_3_enzyme	0.0
R_rxn03164_c_enzyme	2.9114112067361213e-08
R_rxn05736_c_duplicate_3_enzyme	0.0
R_rxn05358_c_enzyme	0.0
R_rxn08811_c_enzyme	0.0
R_EX_cpd00067_e_enzyme	0
R_rxn05350_c_duplicate_3_enzyme	0.0
R_rxn01255_c_enzyme	8.260097187230111e-07
R_rxn12845_c_duplicate_4_enzyme	0.0
R_rxn00832_c_enzyme	6.274414754723421e-07
R_rxn10260_c_enzyme	0.0
R_rxn12639_c_duplicate_6_enzyme	0.0
R_rxn05734_c_duplicate_2_enzyme	0.0
R_rxn07454_c_enzyme	0.0
R_rxn01647_c_enzyme	0.0
R_rxn09209_c_enzyme	1.5952420958945918e-07
R_EX_cpd03091_c_enzyme	0
R_rxn03245_c_duplicate_2_enzyme	0.0
R_rxn08300_c_enzyme	0.0
R_rxn01200_c_duplicate_2_enzyme	0.0
R_rxn08528_c_enzyme	0.0
R_rxn00835_c_enzyme	0.0
R_rxn01287_c_enzyme	0.0
R_rxn01297_c_enzyme	0.0
R_rxn08025_c_enzyme	0.0
R_rxn03511_c_enzyme	0.0
R_rxn00737_c_enzyme	5.698346676769646e-07
R_rxn05582_c_duplicate_3_enzyme	0.0
R_rxn03897_c_duplicate_2_enzyme	0.0
R_EX_cpd00130_e_enzyme	0
R_rxn10270_c_duplicate_2_enzyme	0.0
R_rxn10222_c_enzyme	0.0
R_rxn00369_c_duplicate_2_enzyme	0.0
R_rxn05494_c_enzyme	0.0
R_rxn03482_c_enzyme	0.0
R_rxn03816_c_enzyme	0.0
R_rxn00550_c_duplicate_3_enzyme	0.0
R_rxn02115_c_enzyme	0.0
R_rxn00950_c_enzyme	0.0
R_rxn01258_c_enzyme	0.0
R_rxn05459_c_duplicate_2_enzyme	0.0
R_rxn11809_c_duplicate_2_enzyme	0.0
R_rxn05307_c_enzyme	0.0
R_rxn02898_c_enzyme	0.0
R_rxn01800_c_enzyme	0.0
R_rxn03481_c_duplicate_3_enzyme	0.0
R_rxn01600_c_enzyme	0.0
R_rxn02889_c_duplicate_2_enzyme	0.0
R_rxn02305_c_duplicate_2_enzyme	0.0
R_rxn01345_c_enzyme	0.0
R_rxn05417_c_duplicate_2_enzyme	0.0
R_rxn00178_c_duplicate_4_enzyme	0.0
R_rxn10125_c_duplicate_2_enzyme	0.0
R_rxn05350_c_enzyme	0.0
R_rxn00902_c_enzyme	0.0
R_rxn05455_c_enzyme	0.0
R_rxn00547_c_enzyme	0.0
R_rxn01548_c_duplicate_2_enzyme	0.0
R_rxn00259_c_enzyme	0.0
R_rxn01366_c_enzyme	0.0
R_rxn01124_c_enzyme	0.0
R_rxn08807_c_enzyme	0.0
R_rxn00048_c_duplicate_2_enzyme	0.0
R_rxn00503_c_enzyme	2.5098378061546683e-07
R_rxn02009_c_enzyme	0.0
R_rxn00283_c_enzyme	0.0
R_rxn01465_c_enzyme	0.0
R_rxn12643_c_duplicate_6_enzyme	0.0
R_rxn00781_c_enzyme	0.0001509060174269527
R_rxn02334_c_enzyme	0.0
R_rxn02889_c_duplicate_3_enzyme	0.0
R_rxn03194_c_enzyme	0.0
R_rxn10223_c_enzyme	0.0
R_rxn09978_c_enzyme	0.0
R_rxn03481_c_duplicate_2_enzyme	0.0
R_rxn01217_c_enzyme	0.0
R_rxn05371_c_duplicate_2_enzyme	0.0
R_rxn06728_c_enzyme	0.0
R_rxn10806_c_duplicate_6_enzyme	0.0
R_EX_cpd00051_e_enzyme	0
R_rxn05346_c_duplicate_3_enzyme	0.0
R_rxn02504_c_enzyme	8.483750875606097e-10
R_rxn02760_c_enzyme	0.0
R_rxn00011_c_duplicate_5_enzyme	0.0
R_rxn09180_c_enzyme	0.0
R_rxn09203_c_enzyme	0.0
R_rxn02761_c_enzyme	0.0
R_rxn08458_c_enzyme	3.634034608281937e-05
R_rxn05293_c_enzyme	3.215384000609088e-07
R_rxn01961_c_enzyme	0.0
R_rxn06591_c_enzyme	0.0
R_EX_cpd00012_e_enzyme	0
R_rxn03244_c_duplicate_2_enzyme	0.0
R_rxn05398_c_enzyme	0.0
R_rxn02412_c_enzyme	0.0
R_rxn00394_c_duplicate_2_enzyme	0.0
R_rxn05250_c_duplicate_5_enzyme	0.0
R_rxn10481_c_duplicate_3_enzyme	0.0
R_rxn05298_c_enzyme	0.0
R_rxn02405_c_duplicate_2_enzyme	0.0
R_EX_cpd00108_e_enzyme	0
R_rxn05343_c_duplicate_2_enzyme	0.0
R_rxn03282_c_enzyme	0.0
R_rxn06759_c_enzyme	0.0
R_rxn14089_c_duplicate_3_enzyme	0.0
R_rxn05127_c_duplicate_3_enzyme	0.0
R_rxn08298_c_duplicate_2_enzyme	0.0
R_rxn03075_c_enzyme	0.0
R_rxn00763_c_duplicate_6_enzyme	0.0
R_rxn01157_c_duplicate_2_enzyme	0.0
R_rxn04908_c_duplicate_5_enzyme	0.0
R_rxn02933_c_enzyme	0.0
R_rxn02866_c_duplicate_2_enzyme	0.0
R_rxn05248_c_duplicate_2_enzyme	0.0
R_rxn05250_c_duplicate_4_enzyme	0.0
R_rxn01948_c_enzyme	0.0
R_rxn07100_c_enzyme	0.0
R_EX_cpd00053_e_enzyme	0
R_rxn05460_c_enzyme	0.0
R_rxn00506_c_duplicate_4_enzyme	0.0
R_rxn02916_c_enzyme	0.0
R_rxn02680_c_duplicate_3_enzyme	0.0
R_rxn08556_c_enzyme	0.0
R_rxn07684_c_enzyme	0.0
R_rxn12844_c_duplicate_4_enzyme	0.0
R_rxn05349_c_duplicate_2_enzyme	0.0
R_rxn01670_c_duplicate_2_enzyme	0.0
R_rxn00947_c_enzyme	0.0
R_rxn02405_c_enzyme	8.252992851789608e-08
R_rxn08521_c_enzyme	0.0
R_rxn03248_c_duplicate_4_enzyme	0.0
R_rxn05024_c_duplicate_3_enzyme	0.0
R_rxn09107_c_duplicate_2_enzyme	0.0
R_rxn03046_c_enzyme	0.0
R_rxn03849_c_enzyme	0.0
R_rxn01387_c_enzyme	1.2113481297804353e-05
R_rxn03333_c_duplicate_7_enzyme	0.0
R_rxn02263_c_enzyme	0.0
R_rxn01500_c_enzyme	0.0
R_rxn11944_c_duplicate_2_enzyme	0.0
R_rxn05247_c_enzyme	0.0
R_rxn05528_c_duplicate_3_enzyme	0.0
R_rxn11702_c_enzyme	0.0
R_rxn14293_c_duplicate_2_enzyme	0.0
R_rxn05443_c_enzyme	0.0
R_rxn00946_c_enzyme	2.706910391879636e-07
R_rxn00717_c_enzyme	0.0
R_rxn00999_c_enzyme	0.0
R_rxn00543_c_duplicate_2_enzyme	0.0
R_rxn10042_c_duplicate_3_enzyme	8.657554147045165e-05
R_rxn05252_c_duplicate_7_enzyme	0.0
R_rxn03910_c_enzyme	3.215384000609088e-07
R_rxn08821_c_enzyme	0.0
R_rxn00763_c_duplicate_4_enzyme	0.0
R_rxn03393_c_enzyme	0.0
R_rxn00303_c_duplicate_2_enzyme	0.0
R_rxn05251_c_duplicate_4_enzyme	0.0
R_rxn02842_c_enzyme	0.0
R_rxn01225_c_duplicate_3_enzyme	0.0
R_rxn05564_c_enzyme	0.0
R_rxn01301_c_duplicate_2_enzyme	0.0
R_rxn02789_c_duplicate_2_enzyme	0.0
R_rxn01116_c_enzyme	4.953695338672017e-07
R_rxn02939_c_enzyme	0.0
R_rxn09107_c_enzyme	0.0
R_rxn06848_c_enzyme	0.0
R_rxn03439_c_enzyme	4.126496425894804e-08
R_rxn02449_c_enzyme	0.0
R_rxn00935_c_enzyme	0.0
R_rxn03465_c_enzyme	0.0
R_rxn21864_c_enzyme	4.2418754378030465e-12
R_rxn00907_c_enzyme	2.1322760447503858e-07
R_rxn01754_c_enzyme	0.0
R_rxn00686_c_enzyme	1.945536169548367e-08
R_rxn05152_c_enzyme	0.0
R_rxn05345_c_enzyme	3.229218573033202e-05
R_rxn06441_c_enzyme	6.163795186035819e-07
R_rxn05735_c_duplicate_2_enzyme	0.0
R_rxn00629_c_enzyme	0.0
R_rxn01641_c_enzyme	0.0
R_rxn03137_c_enzyme	6.182159364223661e-06
R_rxn10210_c_enzyme	0.0
R_rxn00552_c_enzyme	0.0
R_rxn05501_c_duplicate_2_enzyme	0.0
R_rxn11838_c_duplicate_5_enzyme	0.0
R_rxn03837_c_enzyme	0.0
R_rxn01114_c_enzyme	0.0
R_rxn00138_c_duplicate_2_enzyme	3.66922225369908e-08
R_rxn01256_c_enzyme	1.3232207983037688e-06
R_rxn00379_c_duplicate_4_enzyme	0.0
R_rxn02898_c_duplicate_2_enzyme	0.0
R_rxn01102_c_enzyme	0.0
R_rxn02201_c_duplicate_2_enzyme	0.0
R_rxn04786_c_enzyme	4.4815414000389183e-07
R_rxn09199_c_enzyme	0.0
R_rxn05608_c_enzyme	0.0
R_rxn03167_c_enzyme	0.0
R_rxn00726_c_enzyme	6.41221655189688e-08
R_rxn00799_c_enzyme	0.0
R_rxn06538_c_enzyme	2.5052742831021013e-08
R_rxn01274_c_enzyme	0.0
R_rxn03052_c_duplicate_2_enzyme	0.0
R_rxn11834_c_enzyme	0.0
R_EX_cpd00308_e_enzyme	0
R_rxn12636_c_duplicate_5_enzyme	0.0
R_rxn05514_c_enzyme	0.0
R_rxn00712_c_enzyme	0.0
R_rxn01799_c_duplicate_2_enzyme	0.0
R_rxn01682_c_enzyme	0.0
R_rxn06750_c_enzyme	0.0
R_rxn05249_c_enzyme	0.0
R_rxn01986_c_duplicate_2_enzyme	0.0
R_rxn01204_c_duplicate_2_enzyme	0.0
R_EX_cpd00588_e_enzyme	0
R_rxn09448_c_enzyme	0.0
R_rxn00905_c_enzyme	0.0
R_rxn09450_c_duplicate_5_enzyme	0.0
R_rxn03482_c_duplicate_5_enzyme	0.0
R_rxn10806_c_duplicate_5_enzyme	0.0
R_rxn00509_c_duplicate_3_enzyme	0.0
R_rxn10118_c_enzyme	0.0
R_rxn02376_c_enzyme	1.0715451891304302e-05
R_rxn03282_c_duplicate_5_enzyme	0.0
R_rxn08756_c_enzyme	3.326480998495673e-07
R_rxn00604_c_duplicate_2_enzyme	0.0
R_rxn02632_c_enzyme	0.0
R_rxn00132_c_enzyme	0.0
R_rxn00550_c_duplicate_2_enzyme	0.0
R_rxn05383_c_duplicate_2_enzyme	0.0
R_rxn05654_c_duplicate_3_enzyme	0.0
R_rxn01790_c_duplicate_2_enzyme	0.0
R_rxn08547_c_enzyme	0.0
R_rxn10162_c_duplicate_2_enzyme	0.0
R_rxn12642_c_enzyme	0.0
R_EX_cpd00082_e_enzyme	0
R_rxn08310_c_enzyme	1.5952420958945918e-07
R_rxn03384_c_enzyme	0.0
R_EX_cpd02701_c_enzyme	0
R_rxn01639_c_enzyme	0.0
R_rxn06526_c_enzyme	0.0
R_rxn00747_c_enzyme	2.212370530151725e-05
R_rxn00256_c_duplicate_2_enzyme	0.0
R_rxn03536_c_duplicate_2_enzyme	0.0
R_rxn08764_c_enzyme	0.0
R_rxn04750_c_enzyme	0.0
R_rxn00980_c_enzyme	0.0
R_rxn05126_c_enzyme	0.0
R_rxn01459_c_duplicate_2_enzyme	0.0
R_rxn00351_c_enzyme	0.0
R_rxn03860_c_enzyme	0.0
R_rxn02900_c_enzyme	0.0
R_rxn13990_c_enzyme	0.0
R_rxn03289_c_duplicate_2_enzyme	0.0
R_rxn08548_c_enzyme	0.0
R_rxn11838_c_duplicate_6_enzyme	0.0
R_rxn14089_c_duplicate_5_enzyme	0.0
R_rxn00908_c_enzyme	0.0
R_rxn05367_c_duplicate_2_enzyme	0.0
R_rxn10476_c_enzyme	0.0
R_rxn05040_c_enzyme	0.0
R_rxn09177_c_enzyme	6.362813156708271e-10
R_rxn00332_c_enzyme	0.0
R_rxn07721_c_enzyme	0.0
R_rxn02264_c_enzyme	0.0
R_rxn07876_c_enzyme	0.0
R_rxn02400_c_duplicate_2_enzyme	0.0
R_rxn00818_c_duplicate_2_enzyme	0.0
R_rxn09240_c_enzyme	0.0
R_rxn00784_c_enzyme	0.0
R_rxn01362_c_duplicate_2_enzyme	5.357791048807239e-06
R_rxn05394_c_enzyme	0.0
R_EX_cpd00307_e_enzyme	0
R_rxn15455_c_enzyme	2.039281616723815e-06
R_rxn00874_c_duplicate_6_enzyme	0.0
R_rxn05392_c_duplicate_2_enzyme	0.0
R_rxn08983_c_duplicate_2_enzyme	0.0
R_rxn00165_c_duplicate_2_enzyme	0.0
R_rxn03618_c_duplicate_2_enzyme	0.0
R_rxn09106_c_enzyme	0.0
R_rxn11663_c_enzyme	0.0
R_rxn00001_c_enzyme	1.0337538718868402e-05
R_rxn01331_c_enzyme	0.0
R_rxn00083_c_duplicate_2_enzyme	0.0
R_rxn05605_c_enzyme	0.0
R_rxn00866_c_enzyme	0.0
R_rxn10266_c_duplicate_2_enzyme	0.0
R_rxn00214_c_duplicate_3_enzyme	0.0
R_rxn08296_c_enzyme	0.0
R_rxn00546_c_enzyme	0.0
R_rxn05126_c_duplicate_2_enzyme	0.0
R_rxn05408_c_enzyme	0.0
R_rxn00680_c_enzyme	0.0
R_rxn01807_c_enzyme	0.0
R_rxn05219_c_duplicate_2_enzyme	0.0
R_rxn12008_c_enzyme	0.0
R_rxn05348_c_enzyme	0.0
R_rxn09128_c_enzyme	0.0
R_rxn05248_c_duplicate_6_enzyme	0.0
R_rxn10163_c_enzyme	0.0
R_rxn12633_c_enzyme	0.0
R_rxn03618_c_enzyme	0.0
R_rxn00361_c_enzyme	0.0
R_rxn00472_c_enzyme	0.0
R_rxn05344_c_enzyme	0.0
R_rxn12191_c_duplicate_7_enzyme	0.0
R_rxn00011_c_duplicate_4_enzyme	0.0
R_rxn07734_c_enzyme	0.0
R_rxn00988_c_enzyme	0.0
R_rxn01280_c_enzyme	0.0
R_rxn03482_c_duplicate_2_enzyme	0.0
R_rxn10770_c_duplicate_3_enzyme	0.0
R_rxn03901_c_enzyme	2.9114112067361213e-08
R_rxn02182_c_enzyme	0.0
R_rxn03463_c_enzyme	0.0
R_EX_cpd11576_e_enzyme	0
R_rxn00189_c_enzyme	0.0
R_rxn00166_c_enzyme	0.0
R_rxn12646_c_duplicate_6_enzyme	0.0
R_rxn02911_c_enzyme	0.0
R_rxn05736_c_duplicate_5_enzyme	7.547993154026741e-07
R_rxn12635_c_duplicate_6_enzyme	0.0
R_rxn08528_c_duplicate_2_enzyme	0.0
R_rxn01537_c_enzyme	0.0
R_rxn02015_c_enzyme	0.0
R_rxn00095_c_enzyme	0.0
R_rxn11809_c_enzyme	0.0
R_rxn00313_c_enzyme	1.2502810526236483e-06
R_rxn06446_c_enzyme	3.97419015056219e-07
R_rxn03243_c_duplicate_3_enzyme	0.0
R_rxn10481_c_enzyme	0.0
R_rxn00300_c_enzyme	0.0
R_rxn01635_c_duplicate_2_enzyme	0.0
R_rxn05382_c_enzyme	0.0
R_rxn04654_c_enzyme	0.0
R_rxn00795_c_duplicate_2_enzyme	0.0
R_rxn00883_c_enzyme	0.0
R_rxn05405_c_enzyme	0.0
R_rxn00205_c_enzyme	3.66922225369908e-08
R_rxn03080_c_enzyme	0.0
R_rxn08843_c_enzyme	0.0
R_rxn12643_c_duplicate_3_enzyme	0.0
R_rxn02842_c_duplicate_2_enzyme	0.0
R_rxn12847_c_duplicate_5_enzyme	0.0
R_rxn06445_c_enzyme	2.5098378061546683e-07
R_rxn00929_c_enzyme	2.5098378061546683e-07
R_rxn08900_c_duplicate_2_enzyme	2.9904407861723023e-05
R_rxn02937_c_enzyme	1.1919521040181812e-05
R_rxn05413_c_duplicate_2_enzyme	0.0
R_rxn02160_c_enzyme	2.7069223548894852e-06
R_rxn01332_c_duplicate_2_enzyme	0.0
R_rxn00830_c_enzyme	0.0
R_rxn02614_c_enzyme	0.0
R_rxn05024_c_enzyme	0.0
R_rxn12846_c_duplicate_5_enzyme	0.0
R_rxn00085_c_duplicate_8_enzyme	0.0
R_rxn00881_c_enzyme	0.0
R_rxn12510_c_enzyme	6.362813156708271e-10
R_rxn02130_c_enzyme	0.0
R_rxn01396_c_enzyme	0.0
R_rxn01102_c_duplicate_3_enzyme	0.0
R_rxn01670_c_duplicate_3_enzyme	0.0
R_rxn00541_c_enzyme	0.0
R_rxn10126_c_duplicate_3_enzyme	0.0
R_rxn01215_c_enzyme	8.190064978966643e-07
R_rxn05251_c_enzyme	0.0
R_rxn08796_c_enzyme	0.0
R_rxn00409_c_enzyme	7.388197480320796e-07
R_rxn00873_c_enzyme	0.0
R_rxn00146_c_duplicate_2_enzyme	0.0
R_rxn00527_c_enzyme	0.0
R_rxn01509_c_enzyme	0.0
R_rxn02944_c_enzyme	0.0
R_rxn00214_c_enzyme	0.0
R_rxn21856_c_enzyme	0.0
R_rxn05408_c_duplicate_2_enzyme	0.0
R_EX_cpd00030_e_enzyme	0
R_rxn12641_c_duplicate_4_enzyme	0.0
R_rxn05250_c_duplicate_3_enzyme	0.0
R_rxn04750_c_duplicate_2_enzyme	0.0
R_rxn02576_c_enzyme	0.0
R_rxn01492_c_duplicate_2_enzyme	0.0
R_rxn01867_c_enzyme	0.0
R_rxn00543_c_duplicate_4_enzyme	0.0
R_rxn02934_c_enzyme	0.0
R_rxn03031_c_enzyme	2.1394316261210643e-06
R_rxn08792_c_enzyme	0.0
R_rxn05607_c_enzyme	0.0
R_rxn06690_c_enzyme	0.0
R_rxn05651_c_duplicate_2_enzyme	0.0
R_rxn10230_c_enzyme	0.0
