Reaction	Flux
R_ACTF2_duplicate_16	0.0
R_ACTF2_duplicate_17	0.0
R_ACTF2_duplicate_18	0.0
R_ACTF2_duplicate_19	0.0
R_ACTF2_duplicate_20	0.0
R_ACTF2_duplicate_21	0.0
R_ACTF2_duplicate_22	0.0
R_ACTF2_duplicate_23	0.0
R_ACTF2_duplicate_24	0.0
R_ACTF3	0.0
R_ACTF3_duplicate_2	0.0
R_ACTF3_duplicate_3	0.0
R_ACTF3_duplicate_4	0.0
R_ACTF3_duplicate_5	0.0
R_ACTF3_duplicate_6	0.0
R_ACTF3_duplicate_7	0.0
R_ACTF3_duplicate_8	0.0
R_ACTF3_duplicate_9	0.0
R_ACTF3_duplicate_10	0.0
R_ACTF3_duplicate_11	0.0
R_ACTF3_duplicate_12	0.0
R_ACTF3_duplicate_13	0.0
R_ACTF3_duplicate_14	0.0
R_ACTF3_duplicate_15	0.0
R_ACTF3_duplicate_16	0.0
R_ACTF3_duplicate_17	0.0
R_ACTF3_duplicate_18	0.0
R_ACTF3_duplicate_19	0.0
R_ACTF3_duplicate_20	0.0
R_ACTF3_duplicate_21	0.0
R_ACTF3_duplicate_22	0.0
R_ACTF3_duplicate_23	0.0
R_ACTF3_duplicate_24	0.0
R_CATCHD6	0.0
R_ACTF4	0.0
R_ACTF4_duplicate_2	0.0
R_ACTF4_duplicate_3	0.0
R_ACTF4_duplicate_4	0.0
R_ACTF4_duplicate_5	0.0
R_ACTF4_duplicate_6	0.0
R_ACTF4_duplicate_7	0.0
R_ACTF4_duplicate_8	0.0
R_ACTF4_duplicate_9	0.0
R_ACTF4_duplicate_10	0.0
R_ACTF4_duplicate_11	0.0
R_ACTF4_duplicate_12	0.0
R_ACTF4_duplicate_13	0.0
R_ACTF4_duplicate_14	0.0
R_ACTF4_duplicate_15	0.0
R_ACTF4_duplicate_16	0.0
R_ACTF4_duplicate_17	0.0
R_ACTF4_duplicate_18	0.0
R_ACTF4_duplicate_19	0.0
R_ACTF4_duplicate_20	0.0
R_ACTF4_duplicate_21	0.0
R_ACTF4_duplicate_22	0.0
R_ACTF4_duplicate_23	0.0
R_ACTF4_duplicate_24	0.0
R_ACTF5	0.0
R_ACTF5_duplicate_2	0.0
R_ACTF5_duplicate_3	0.0
R_ACTF5_duplicate_4	0.0
R_ACTF5_duplicate_5	0.0
R_ACTF5_duplicate_6	0.0
R_ACTF5_duplicate_7	0.0
R_ACTF5_duplicate_8	0.0
R_ACTF5_duplicate_9	0.0
R_ACTF5_duplicate_10	0.0
R_ACTF5_duplicate_11	0.0
R_ACTF5_duplicate_12	0.0
R_ACTF5_duplicate_13	0.0
R_ACTF5_duplicate_14	0.0
R_ACTF5_duplicate_15	0.0
R_ACTF5_duplicate_16	0.0
R_ACTF5_duplicate_17	0.0
R_ACTF5_duplicate_18	0.0
R_ACTF5_duplicate_19	0.0
R_ACTF5_duplicate_20	0.0
R_ACTF5_duplicate_21	0.0
R_ACTF5_duplicate_22	0.0
R_ACTF5_duplicate_23	0.0
R_ACTF5_duplicate_24	0.0
R_ENCOAH3	0.0
R_ENCOAH3_duplicate_2	0.0
R_ENCOAH3_duplicate_3	0.0
R_ENCOAH3_duplicate_4	0.0
R_ENCOAH3_duplicate_5	0.0
R_ENCOAH3_duplicate_6	0.0
R_ENCOAH3_duplicate_7	0.0
R_ENCOAH3_duplicate_8	0.0
R_ENCOAH3_duplicate_9	0.0
R_ENCOAH3_duplicate_10	0.0
R_ENCOAH3_duplicate_11	0.0
R_ENCOAH3_duplicate_12	0.0
R_ENCOAH3_duplicate_13	0.0
R_ENCOAH3_duplicate_14	0.0
R_ENCOAH3_duplicate_15	0.0
R_ENCOAH3_duplicate_16	0.0
R_ENCOAH3_duplicate_17	0.0
R_ENCOAH3_duplicate_18	0.0
R_ENCOAH3_duplicate_19	0.0
R_ENCOAH3_duplicate_20	0.0
R_ENCOAH3_duplicate_21	0.0
R_ENCOAH3_duplicate_22	0.0
R_ENCOAH3_duplicate_23	0.0
R_ENCOAH3_duplicate_24	0.0
R_ENCOAH3_duplicate_25	0.0
R_ENCOAH3_duplicate_26	0.0
R_ENCOAH3_duplicate_27	0.0
R_ENCOAH3_duplicate_28	0.0
R_ENCOAH3_duplicate_29	0.0
R_ENCOAH3_duplicate_30	0.0
R_ENCOAH3_duplicate_31	0.0
R_ENCOAH3_duplicate_32	0.0
R_ENCOAH3_duplicate_33	0.0
R_ENCOAH3_duplicate_34	0.0
R_ENCOAH3_duplicate_35	0.0
R_ENCOAH3_duplicate_36	0.0
R_ENCOAH3_duplicate_37	0.0
R_ENCOAH3_duplicate_38	0.0
R_ENCOAH3_duplicate_39	0.0
R_ENCOAH3_duplicate_40	0.0
R_ENCOAH3_duplicate_41	0.0
R_ENCOAH3_duplicate_42	0.0
R_ENCOAH3_duplicate_43	0.0
R_ENCOAH3_duplicate_44	0.0
R_ENCOAH3_duplicate_45	0.0
R_ENCOAH3_duplicate_46	0.0
R_ENCOAH3_duplicate_47	0.0
R_FDH2	0.0
R_ENCOAH4	0.0
R_ENCOAH4_duplicate_2	0.0
R_ENCOAH4_duplicate_3	0.0
R_ENCOAH4_duplicate_4	0.0
R_ENCOAH4_duplicate_5	0.0
R_ENCOAH4_duplicate_6	0.0
R_ENCOAH4_duplicate_7	0.0
R_ENCOAH4_duplicate_8	0.0
R_ENCOAH4_duplicate_9	0.0
R_ENCOAH4_duplicate_10	0.0
R_ENCOAH4_duplicate_11	0.0
R_ENCOAH4_duplicate_12	0.0
R_ENCOAH4_duplicate_13	0.0
R_ENCOAH4_duplicate_14	0.0
R_ENCOAH4_duplicate_15	0.0
R_ENCOAH4_duplicate_16	0.0
R_ENCOAH4_duplicate_17	0.0
R_ENCOAH4_duplicate_18	0.0
R_ENCOAH4_duplicate_19	0.0
R_ENCOAH4_duplicate_20	0.0
R_ENCOAH4_duplicate_21	0.0
R_ENCOAH4_duplicate_22	0.0
R_ENCOAH4_duplicate_23	0.0
R_ENCOAH4_duplicate_24	0.0
R_ENCOAH4_duplicate_25	0.0
R_ENCOAH4_duplicate_26	0.0
R_ENCOAH4_duplicate_27	0.0
R_ENCOAH4_duplicate_28	0.0
R_ENCOAH4_duplicate_29	0.0
R_ENCOAH4_duplicate_30	0.0
R_ENCOAH4_duplicate_31	0.0
R_ENCOAH4_duplicate_32	0.0
R_ENCOAH4_duplicate_33	0.0
R_ENCOAH4_duplicate_34	0.0
R_ENCOAH4_duplicate_35	0.0
R_ENCOAH4_duplicate_36	0.0
R_ENCOAH4_duplicate_37	0.0
R_ENCOAH4_duplicate_38	0.0
R_ENCOAH4_duplicate_39	0.0
R_ENCOAH4_duplicate_40	0.0
R_ENCOAH4_duplicate_41	0.0
R_ENCOAH4_duplicate_42	0.0
R_ENCOAH4_duplicate_43	0.0
R_ENCOAH4_duplicate_44	0.0
R_ENCOAH4_duplicate_45	0.0
R_ENCOAH4_duplicate_46	0.0
R_ENCOAH4_duplicate_47	0.0
R_ENCOAH1	0.0
R_ENCOAH1_duplicate_2	0.0
R_ENCOAH1_duplicate_3	0.0
R_ENCOAH1_duplicate_4	0.0
R_ENCOAH1_duplicate_5	0.0
R_ENCOAH1_duplicate_6	0.0
R_ENCOAH1_duplicate_7	0.0
R_ENCOAH1_duplicate_8	0.0
R_ENCOAH1_duplicate_9	0.0
R_ENCOAH1_duplicate_10	0.0
R_ENCOAH1_duplicate_11	0.0
R_ENCOAH1_duplicate_12	0.0
R_ENCOAH1_duplicate_13	0.0
R_ENCOAH1_duplicate_14	0.0
R_ENCOAH1_duplicate_15	0.0
R_ENCOAH1_duplicate_16	0.0
R_ENCOAH1_duplicate_17	0.0
R_ENCOAH1_duplicate_18	0.0
R_ENCOAH1_duplicate_19	0.0
R_ENCOAH1_duplicate_20	0.0
R_ENCOAH1_duplicate_21	0.0
R_ENCOAH1_duplicate_22	0.0
R_ENCOAH1_duplicate_23	0.0
R_ENCOAH1_duplicate_24	0.0
R_ENCOAH1_duplicate_25	0.0
R_ENCOAH1_duplicate_26	0.0
R_ENCOAH1_duplicate_27	0.0
R_ENCOAH1_duplicate_28	0.0
R_ENCOAH1_duplicate_29	0.0
R_ENCOAH1_duplicate_30	0.0
R_ENCOAH1_duplicate_31	0.0
R_ENCOAH1_duplicate_32	0.0
R_ENCOAH1_duplicate_33	0.0
R_ENCOAH1_duplicate_34	0.0
R_ENCOAH1_duplicate_35	0.0
R_ENCOAH1_duplicate_36	0.0
R_ENCOAH1_duplicate_37	0.0
R_ENCOAH1_duplicate_38	0.0
R_ENCOAH1_duplicate_39	0.0
R_ENCOAH1_duplicate_40	0.0
R_ENCOAH1_duplicate_41	0.0
R_ENCOAH1_duplicate_42	0.0
R_ENCOAH1_duplicate_43	0.0
R_ENCOAH1_duplicate_44	0.0
R_ENCOAH1_duplicate_45	0.0
R_ENCOAH1_duplicate_46	0.0
R_ENCOAH1_duplicate_47	0.0
R_ENCOAH2	0.0
R_ENCOAH2_duplicate_2	0.0
R_ENCOAH2_duplicate_3	0.0
R_ENCOAH2_duplicate_4	0.0
R_ENCOAH2_duplicate_5	0.0
R_ENCOAH2_duplicate_6	0.0
R_ENCOAH2_duplicate_7	0.0
R_ENCOAH2_duplicate_8	0.0
R_ENCOAH2_duplicate_9	0.0
R_ENCOAH2_duplicate_10	0.0
R_ENCOAH2_duplicate_11	0.0
R_ENCOAH2_duplicate_12	0.0
R_ENCOAH2_duplicate_13	0.0
R_ENCOAH2_duplicate_14	0.0
R_ENCOAH2_duplicate_15	0.0
R_ENCOAH2_duplicate_16	0.0
R_ENCOAH2_duplicate_17	0.0
R_ENCOAH2_duplicate_18	0.0
R_ENCOAH2_duplicate_19	0.0
R_ENCOAH2_duplicate_20	0.0
R_ENCOAH2_duplicate_21	0.0
R_ENCOAH2_duplicate_22	0.0
R_ENCOAH2_duplicate_23	0.0
R_ENCOAH2_duplicate_24	0.0
R_ENCOAH2_duplicate_25	0.0
R_ENCOAH2_duplicate_26	0.0
R_ENCOAH2_duplicate_27	0.0
R_ENCOAH2_duplicate_28	0.0
R_ENCOAH2_duplicate_29	0.0
R_ENCOAH2_duplicate_30	0.0
R_ENCOAH2_duplicate_31	0.0
R_ENCOAH2_duplicate_32	0.0
R_ENCOAH2_duplicate_33	0.0
R_ENCOAH2_duplicate_34	0.0
R_ENCOAH2_duplicate_35	0.0
R_ENCOAH2_duplicate_36	0.0
R_ENCOAH2_duplicate_37	0.0
R_ENCOAH2_duplicate_38	0.0
R_ENCOAH2_duplicate_39	0.0
R_ENCOAH2_duplicate_40	0.0
R_ENCOAH2_duplicate_41	0.0
R_ENCOAH2_duplicate_42	0.0
R_ENCOAH2_duplicate_43	0.0
R_ENCOAH2_duplicate_44	0.0
R_ENCOAH2_duplicate_45	0.0
R_ENCOAH2_duplicate_46	0.0
R_ENCOAH2_duplicate_47	0.0
R_ENCOAH7	0.0
R_ENCOAH7_duplicate_2	0.0
R_ENCOAH7_duplicate_3	0.0
R_ENCOAH7_duplicate_4	0.0
R_ENCOAH7_duplicate_5	0.0
R_ENCOAH7_duplicate_6	0.0
R_ENCOAH7_duplicate_7	0.0
R_ENCOAH7_duplicate_8	0.0
R_ENCOAH7_duplicate_9	0.0
R_ENCOAH7_duplicate_10	0.0
R_ENCOAH7_duplicate_11	0.0
R_ENCOAH7_duplicate_12	0.0
R_ENCOAH7_duplicate_13	0.0
R_ENCOAH7_duplicate_14	0.0
R_ENCOAH7_duplicate_15	0.0
R_ENCOAH7_duplicate_16	0.0
R_ENCOAH7_duplicate_17	0.0
R_ENCOAH7_duplicate_18	0.0
R_ENCOAH7_duplicate_19	0.0
R_ENCOAH7_duplicate_20	0.0
R_ENCOAH7_duplicate_21	0.0
R_ENCOAH7_duplicate_22	0.0
R_ENCOAH7_duplicate_23	0.0
R_ENCOAH7_duplicate_24	0.0
R_ENCOAH7_duplicate_25	0.0
R_ENCOAH7_duplicate_26	0.0
R_ENCOAH7_duplicate_27	0.0
R_ENCOAH7_duplicate_28	0.0
R_ENCOAH7_duplicate_29	0.0
R_ENCOAH7_duplicate_30	0.0
R_ENCOAH7_duplicate_31	0.0
R_ENCOAH7_duplicate_32	0.0
R_ENCOAH7_duplicate_33	0.0
R_ENCOAH7_duplicate_34	0.0
R_ENCOAH7_duplicate_35	0.0
R_ENCOAH7_duplicate_36	0.0
R_ENCOAH7_duplicate_37	0.0
R_ENCOAH7_duplicate_38	0.0
R_ENCOAH7_duplicate_39	0.0
R_ENCOAH7_duplicate_40	0.0
R_ENCOAH7_duplicate_41	0.0
R_ENCOAH7_duplicate_42	0.0
R_ENCOAH7_duplicate_43	0.0
R_ENCOAH7_duplicate_44	0.0
R_ENCOAH7_duplicate_45	0.0
R_ENCOAH7_duplicate_46	0.0
R_ENCOAH7_duplicate_47	0.0
R_GLTN1	0.0
R_GLTN1_duplicate_2	0.0
R_GLTN1_duplicate_3	0.0
R_GLTN2	0.0
R_GLTN2_duplicate_2	0.0
R_GLTN2_duplicate_3	0.0
R_ENCOAH5	0.0
R_ENCOAH5_duplicate_2	0.0
R_ENCOAH5_duplicate_3	0.0
R_ENCOAH5_duplicate_4	0.0
R_ENCOAH5_duplicate_5	0.0
R_ENCOAH5_duplicate_6	0.0
R_ENCOAH5_duplicate_7	0.0
R_ENCOAH5_duplicate_8	0.0
R_ENCOAH5_duplicate_9	0.0
R_ENCOAH5_duplicate_10	0.0
R_ENCOAH5_duplicate_11	0.0
R_ENCOAH5_duplicate_12	0.0
R_ENCOAH5_duplicate_13	0.0
R_ENCOAH5_duplicate_14	0.0
R_ENCOAH5_duplicate_15	0.0
R_ENCOAH5_duplicate_16	0.0
R_ENCOAH5_duplicate_17	0.0
R_ENCOAH5_duplicate_18	0.0
R_ENCOAH5_duplicate_19	0.0
R_ENCOAH5_duplicate_20	0.0
R_ENCOAH5_duplicate_21	0.0
R_ENCOAH5_duplicate_22	0.0
R_ENCOAH5_duplicate_23	0.0
R_ENCOAH5_duplicate_24	0.0
R_ENCOAH5_duplicate_25	0.0
R_ENCOAH5_duplicate_26	0.0
R_ENCOAH5_duplicate_27	0.0
R_ENCOAH5_duplicate_28	0.0
R_ENCOAH5_duplicate_29	0.0
R_ENCOAH5_duplicate_30	0.0
R_ENCOAH5_duplicate_31	0.0
R_ENCOAH5_duplicate_32	0.0
R_ENCOAH5_duplicate_33	0.0
R_ENCOAH5_duplicate_34	0.0
R_ENCOAH5_duplicate_35	0.0
R_ENCOAH5_duplicate_36	0.0
R_ENCOAH5_duplicate_37	0.0
R_ENCOAH5_duplicate_38	0.0
R_ENCOAH5_duplicate_39	0.0
R_ENCOAH5_duplicate_40	0.0
R_ENCOAH5_duplicate_41	0.0
R_ENCOAH5_duplicate_42	0.0
R_ENCOAH5_duplicate_43	0.0
R_ENCOAH5_duplicate_44	0.0
R_ENCOAH5_duplicate_45	0.0
R_ENCOAH5_duplicate_46	0.0
R_ENCOAH5_duplicate_47	0.0
R_ENCOAH6	0.0
R_ENCOAH6_duplicate_2	0.0
R_ENCOAH6_duplicate_3	0.0
R_ENCOAH6_duplicate_4	0.0
R_ENCOAH6_duplicate_5	0.0
R_ENCOAH6_duplicate_6	0.0
R_ENCOAH6_duplicate_7	0.0
R_ENCOAH6_duplicate_8	0.0
R_ENCOAH6_duplicate_9	0.0
R_ENCOAH6_duplicate_10	0.0
R_ENCOAH6_duplicate_11	0.0
R_ENCOAH6_duplicate_12	0.0
R_ENCOAH6_duplicate_13	0.0
R_ENCOAH6_duplicate_14	0.0
R_ENCOAH6_duplicate_15	0.0
R_ENCOAH6_duplicate_16	0.0
R_ENCOAH6_duplicate_17	0.0
R_ENCOAH6_duplicate_18	0.0
R_ENCOAH6_duplicate_19	0.0
R_ENCOAH6_duplicate_20	0.0
R_ENCOAH6_duplicate_21	0.0
R_ENCOAH6_duplicate_22	0.0
R_ENCOAH6_duplicate_23	0.0
R_ENCOAH6_duplicate_24	0.0
R_ENCOAH6_duplicate_25	0.0
R_ENCOAH6_duplicate_26	0.0
R_ENCOAH6_duplicate_27	0.0
R_ENCOAH6_duplicate_28	0.0
R_ENCOAH6_duplicate_29	0.0
R_ENCOAH6_duplicate_30	0.0
R_ENCOAH6_duplicate_31	0.0
R_ENCOAH6_duplicate_32	0.0
R_ENCOAH6_duplicate_33	0.0
R_ENCOAH6_duplicate_34	0.0
R_ENCOAH6_duplicate_35	0.0
R_ENCOAH6_duplicate_36	0.0
R_ENCOAH6_duplicate_37	0.0
R_ENCOAH6_duplicate_38	0.0
R_ENCOAH6_duplicate_39	0.0
R_ENCOAH6_duplicate_40	0.0
R_ENCOAH6_duplicate_41	0.0
R_ENCOAH6_duplicate_42	0.0
R_ENCOAH6_duplicate_43	0.0
R_ENCOAH6_duplicate_44	0.0
R_ENCOAH6_duplicate_45	0.0
R_ENCOAH6_duplicate_46	0.0
R_ENCOAH6_duplicate_47	0.0
R_GLTN3	0.0
R_GLTN3_duplicate_2	0.0
R_GLTN3_duplicate_3	0.0
R_AGMHE	0.02280782926082611
R_G3POAT	0.0
R_GCLDH	0.0
R_26DICH	0.0
R_PPPGO	0.0
R_PPPGO_duplicate_2	0.0
R_FABC161	0.013244257290601729
R_FABC160	0.05628809348505735
R_GAPD	0.0
R_GAPD_duplicate_2	0.0
R_GAPD_duplicate_3	0.0
R_GAPD_duplicate_4	0.0
R_THRabc	0.0
R_HISAL	0.0
R_METS	0.0
R_NITRDT1	0.0
R_UMPK	0.5676414247501397
R_UMPK_duplicate_2	0.0
R_NITRDT2	0.0
R_BTCOADm	0.0
R_BTCOADm_duplicate_2	0.0
R_BTCOADm_duplicate_3	0.0
R_BTCOADm_duplicate_4	0.0
R_BTCOADm_duplicate_5	0.0
R_TPI	0.0006388747692097942
R_PHBZMN	0.0
R_ALTRH	0.0
R_ALTRH_duplicate_2	0.0
R_DINSt2	0.0
R_ACOADH5	0.0
R_ACOADH5_duplicate_2	0.0
R_ACOADH5_duplicate_3	0.0
R_ACOADH5_duplicate_4	0.0
R_ACOADH5_duplicate_5	0.0
R_ACOADH5_duplicate_6	0.0
R_ACOADH5_duplicate_7	0.0
R_ACOADH5_duplicate_8	0.0
R_ACOADH5_duplicate_9	0.0
R_ACOADH5_duplicate_10	0.0
R_ACOADH5_duplicate_11	0.0
R_ACOADH5_duplicate_12	0.0
R_ACOADH5_duplicate_13	0.0
R_ACOADH5_duplicate_14	0.0
R_ACOADH5_duplicate_15	0.0
R_ACOADH5_duplicate_16	0.0
R_ACOADH5_duplicate_17	0.0
R_ACOADH5_duplicate_18	0.0
R_ACOADH5_duplicate_19	0.0
R_ACOADH5_duplicate_20	0.0
R_ACOADH5_duplicate_21	0.0
R_ACOADH5_duplicate_22	0.0
R_ACOADH5_duplicate_23	0.0
R_ACOADH5_duplicate_24	0.0
R_ACOADH5_duplicate_25	0.0
R_ACOADH5_duplicate_26	0.0
R_ACOADH5_duplicate_27	0.0
R_ACOADH5_duplicate_28	0.0
R_ACOADH5_duplicate_29	0.0
R_ACOADH5_duplicate_30	0.0
R_ACOADH5_duplicate_31	0.0
R_ACOADH5_duplicate_32	0.0
R_ACOADH5_duplicate_33	0.0
R_ACOADH5_duplicate_34	0.0
R_ACOADH5_duplicate_35	0.0
R_ACOADH5_duplicate_36	0.0
R_ACOADH5_duplicate_37	0.0
R_ACOADH5_duplicate_38	0.0
R_ACOADH5_duplicate_39	0.0
R_ACOADH5_duplicate_40	0.0
R_ACOADH5_duplicate_41	0.0
R_ACOADH5_duplicate_42	0.0
R_ACOADH5_duplicate_43	0.0
R_ACOADH5_duplicate_44	0.0
R_ACOADH5_duplicate_45	0.0
R_DADNt2	0.0
R_BTCOAD2	0.0
R_BTCOAD2_duplicate_2	0.0
R_BTCOAD2_duplicate_3	0.0
R_BTCOAD2_duplicate_4	0.0
R_BTCOAD2_duplicate_5	0.0
R_FTOLAM	0.0
R_FTOLAM_duplicate_2	0.0
R_FTOLAM_duplicate_3	0.0
R_FTOLAM_duplicate_4	0.0
R_FTOLAM_duplicate_5	0.0
R_FTOLAM_duplicate_6	0.0
R_FTOLAM_duplicate_7	0.0
R_FTOLAM_duplicate_8	0.0
R_FTOLAM_duplicate_9	0.0
R_FTOLAM_duplicate_10	0.0
R_FTOLAM_duplicate_11	0.0
R_FTOLAM_duplicate_12	0.0
R_FTOLAM_duplicate_13	0.0
R_FTOLAM_duplicate_14	0.0
R_R3HBNt	0.0
R_PROAKGOX1	0.0
R_ACONT2	0.0
R_ACONT2_duplicate_2	0.0
R_ACONT2_duplicate_3	0.0
R_FABC171	0.0
R_FABC170	0.023177450258553025
R_URAt2	1000.4189389196149
R_AGPAT	0.0
R_AGPAT_duplicate_2	0.0
R_MALPYRI	0.0
R_ACONT1	0.0
R_ACONT1_duplicate_2	0.0
R_ACONT1_duplicate_3	0.0
R_ADCS	0.0006388747692097942
R_GSDH	0.0
R_GSDH_duplicate_2	0.0
R_GSDH_duplicate_3	0.0
R_GSDH_duplicate_4	0.0
R_GSDH_duplicate_5	0.0
R_GSDH_duplicate_6	0.0
R_GSDH_duplicate_7	0.0
R_GSDH_duplicate_8	0.0
R_GSDH_duplicate_9	0.0
R_GSDH_duplicate_10	0.0
R_GSDH_duplicate_11	0.0
R_GSDH_duplicate_12	0.0
R_ACOADH1	0.0
R_ACOADH1_duplicate_2	0.0
R_ACOADH1_duplicate_3	0.0
R_ACOADH1_duplicate_4	0.0
R_ACOADH1_duplicate_5	0.0
R_ACOADH1_duplicate_6	0.0
R_ACOADH1_duplicate_7	0.0
R_ACOADH1_duplicate_8	0.0
R_ACOADH1_duplicate_9	0.0
R_ACOADH1_duplicate_10	0.0
R_ACOADH1_duplicate_11	0.0
R_ACOADH1_duplicate_12	0.0
R_ACOADH1_duplicate_13	0.0
R_ACOADH1_duplicate_14	0.0
R_ACOADH1_duplicate_15	0.0
R_ACOADH1_duplicate_16	0.0
R_ACOADH1_duplicate_17	0.0
R_ACOADH1_duplicate_18	0.0
R_ACOADH1_duplicate_19	0.0
R_ACOADH1_duplicate_20	0.0
R_ACOADH1_duplicate_21	0.0
R_ACOADH1_duplicate_22	0.0
R_ACOADH1_duplicate_23	0.0
R_ACOADH1_duplicate_24	0.0
R_ACOADH1_duplicate_25	0.0
R_ACOADH1_duplicate_26	0.0
R_ACOADH1_duplicate_27	0.0
R_ACOADH1_duplicate_28	0.0
R_ACOADH1_duplicate_29	0.0
R_ACOADH1_duplicate_30	0.0
R_ACOADH1_duplicate_31	0.0
R_ACOADH1_duplicate_32	0.0
R_ACOADH1_duplicate_33	0.0
R_ACOADH1_duplicate_34	0.0
R_ACOADH1_duplicate_35	0.0
R_ACOADH1_duplicate_36	0.0
R_ACOADH1_duplicate_37	0.0
R_ACOADH1_duplicate_38	0.0
R_ACOADH1_duplicate_39	0.0
R_ACOADH1_duplicate_40	0.0
R_ACOADH1_duplicate_41	0.0
R_ACOADH1_duplicate_42	0.0
R_ACOADH1_duplicate_43	0.0
R_ACOADH1_duplicate_44	0.0
R_ACOADH1_duplicate_45	0.0
R_ACOADH1_duplicate_46	0.0
R_ACOADH1_duplicate_47	0.0
R_ACOADH1_duplicate_48	0.0
R_ACOADH1_duplicate_49	0.0
R_MAN6PI	0.046254533290862015
R_DALAt2r	0.28749364614486694
R_SUCFUMt	0.0
R_ACOADH2	0.0
R_ACOADH2_duplicate_2	0.0
R_ACOADH2_duplicate_3	0.0
R_ACOADH2_duplicate_4	0.0
R_ACOADH2_duplicate_5	0.0
R_ACOADH2_duplicate_6	0.0
R_ACOADH2_duplicate_7	0.0
R_ACOADH2_duplicate_8	0.0
R_ACOADH2_duplicate_9	0.0
R_ACOADH2_duplicate_10	0.0
R_ACOADH2_duplicate_11	0.0
R_ACOADH2_duplicate_12	0.0
R_ACOADH2_duplicate_13	0.0
R_ACOADH2_duplicate_14	0.0
R_ACOADH2_duplicate_15	0.0
R_ACOADH2_duplicate_16	0.0
R_ACOADH2_duplicate_17	0.0
R_ACOADH2_duplicate_18	0.0
R_ACOADH2_duplicate_19	0.0
R_ACOADH2_duplicate_20	0.0
R_ACOADH2_duplicate_21	0.0
R_ACOADH2_duplicate_22	0.0
R_ACOADH2_duplicate_23	0.0
R_ACOADH2_duplicate_24	0.0
R_ACOADH2_duplicate_25	0.0
R_ACOADH2_duplicate_26	0.0
R_ACOADH2_duplicate_27	0.0
R_ACOADH2_duplicate_28	0.0
R_ACOADH2_duplicate_29	0.0
R_ACOADH2_duplicate_30	0.0
R_ACOADH2_duplicate_31	0.0
R_ACOADH2_duplicate_32	0.0
R_ACOADH2_duplicate_33	0.0
R_ACOADH2_duplicate_34	0.0
R_ACOADH2_duplicate_35	0.0
R_ACOADH2_duplicate_36	0.0
R_ACOADH2_duplicate_37	0.0
R_ACOADH2_duplicate_38	0.0
R_ACOADH2_duplicate_39	0.0
R_ACOADH2_duplicate_40	0.0
R_ACOADH2_duplicate_41	0.0
R_ACOADH2_duplicate_42	0.0
R_ACOADH2_duplicate_43	0.0
R_ACOADH2_duplicate_44	0.0
R_ACOADH2_duplicate_45	0.0
R_ACOADH2_duplicate_46	0.0
R_ACOADH2_duplicate_47	0.0
R_ACOADH2_duplicate_48	0.0
R_ACOADH2_duplicate_49	0.0
R_ACOADH2_duplicate_50	0.0
R_ACOADH2_duplicate_51	0.0
R_ACOADH2_duplicate_52	0.0
R_ACOADH3	0.0
R_ACOADH3_duplicate_2	0.0
R_ACOADH3_duplicate_3	0.0
R_ACOADH3_duplicate_4	0.0
R_ACOADH3_duplicate_5	0.0
R_ACOADH3_duplicate_6	0.0
R_ACOADH3_duplicate_7	0.0
R_ACOADH3_duplicate_8	0.0
R_ACOADH3_duplicate_9	0.0
R_ACOADH3_duplicate_10	0.0
R_ACOADH3_duplicate_11	0.0
R_ACOADH3_duplicate_12	0.0
R_ACOADH3_duplicate_13	0.0
R_ACOADH3_duplicate_14	0.0
R_ACOADH3_duplicate_15	0.0
R_ACOADH3_duplicate_16	0.0
R_ACOADH3_duplicate_17	0.0
R_ACOADH3_duplicate_18	0.0
R_ACOADH3_duplicate_19	0.0
R_ACOADH3_duplicate_20	0.0
R_ACOADH3_duplicate_21	0.0
R_ACOADH3_duplicate_22	0.0
R_ACOADH3_duplicate_23	0.0
R_ACOADH3_duplicate_24	0.0
R_ACOADH3_duplicate_25	0.0
R_ACOADH3_duplicate_26	0.0
R_ACOADH3_duplicate_27	0.0
R_ACOADH3_duplicate_28	0.0
R_ACOADH3_duplicate_29	0.0
R_ACOADH3_duplicate_30	0.0
R_ACOADH3_duplicate_31	0.0
R_ACOADH3_duplicate_32	0.0
R_ACOADH3_duplicate_33	0.0
R_ACOADH3_duplicate_34	0.0
R_ACOADH3_duplicate_35	0.0
R_ACOADH3_duplicate_36	0.0
R_ACOADH3_duplicate_37	0.0
R_ACOADH3_duplicate_38	0.0
R_ACOADH3_duplicate_39	0.0
R_ACOADH3_duplicate_40	0.0
R_ACOADH3_duplicate_41	0.0
R_ACOADH3_duplicate_42	0.0
R_ACOADH3_duplicate_43	0.0
R_ACOADH3_duplicate_44	0.0
R_ACOADH3_duplicate_45	0.0
R_ACOADH4	0.0
R_ACOADH4_duplicate_2	0.0
R_ACOADH4_duplicate_3	0.0
R_ACOADH4_duplicate_4	0.0
R_ACOADH4_duplicate_5	0.0
R_ACOADH4_duplicate_6	0.0
R_ACOADH4_duplicate_7	0.0
R_ACOADH4_duplicate_8	0.0
R_ACOADH4_duplicate_9	0.0
R_ACOADH4_duplicate_10	0.0
R_ACOADH4_duplicate_11	0.0
R_ACOADH4_duplicate_12	0.0
R_ACOADH4_duplicate_13	0.0
R_ACOADH4_duplicate_14	0.0
R_ACOADH4_duplicate_15	0.0
R_ACOADH4_duplicate_16	0.0
R_ACOADH4_duplicate_17	0.0
