Enzyme	Concentration
R_BZACCOAT_duplicate_9_enzyme	0.0
R_BZACCOAT_duplicate_10_enzyme	0.0
R_BZACCOAT_duplicate_11_enzyme	0.0
R_BZACCOAT_duplicate_12_enzyme	0.0
R_ASPAM2_enzyme	0.0
R_ASPAM3_enzyme	0.0
R_ASPAM4_enzyme	0.0
R_AAATT_enzyme	0.0
R_ASPt2_3_enzyme	0
R_MALTPTabc_enzyme	0
R_ACHBS_enzyme	0.0
R_ACHBS_duplicate_2_enzyme	0.0
R_ASPt2_2_enzyme	0
R_CHORS_enzyme	3.1943738460489714e-09
R_CHORM_enzyme	0.0
R_AOBUTDs_enzyme	0
R_CCPPMD_enzyme	0.0
R_14HPED_enzyme	0.0
R_14HPED_duplicate_2_enzyme	0.0
R_14HPED_duplicate_3_enzyme	0.0
R_14HPED_duplicate_4_enzyme	0.0
R_14HPED_duplicate_5_enzyme	0.0
R_14HPED_duplicate_6_enzyme	0.0
R_14HPED_duplicate_7_enzyme	0.0
R_14HPED_duplicate_8_enzyme	0.0
R_14HPED_duplicate_9_enzyme	0.0
R_14HPED_duplicate_10_enzyme	0.0
R_14HPED_duplicate_11_enzyme	0.0
R_14HPED_duplicate_12_enzyme	0.0
R_DHQND_enzyme	0.0
R_DHQND_duplicate_2_enzyme	3.1943738460489714e-09
R_IMPD_enzyme	0.0
R_Biomass_enzyme	0
R_SUCOAS_enzyme	0.0
R_PPAt_enzyme	0
R_IMP_enzyme	0.0
R_ACPYRH_enzyme	0.0
R_ACPYRH_duplicate_2_enzyme	0.0
R_BUPN_enzyme	0.0
R_BUDPP1_enzyme	0.0
R_ALRTg_enzyme	0.0
R_SSALy_enzyme	0.0
R_SSALy_duplicate_2_enzyme	0.0
R_SSALy_duplicate_3_enzyme	0.0
R_SSALy_duplicate_4_enzyme	0.0
R_GART_enzyme	0
R_CRNabc_enzyme	0
R_CCPPCCOAL_enzyme	0.0
R_CCPPCCOAL_duplicate_2_enzyme	0.0
R_CCPPCCOAL_duplicate_3_enzyme	0.0
R_CCPPCCOAL_duplicate_4_enzyme	0.0
R_CCPPCCOAL_duplicate_5_enzyme	0.0
R_CCPPCCOAL_duplicate_6_enzyme	0.0
R_CCPPCCOAL_duplicate_7_enzyme	0.0
R_CCPPCCOAL_duplicate_8_enzyme	0.0
R_CCPPCCOAL_duplicate_9_enzyme	0.0
R_CCPPCCOAL_duplicate_10_enzyme	0.0
R_CCPPCCOAL_duplicate_11_enzyme	0.0
R_CCPPCCOAL_duplicate_12_enzyme	0.0
R_CCPPCCOAL_duplicate_13_enzyme	0.0
R_CCPPCCOAL_duplicate_14_enzyme	0.0
R_CCPPCCOAL_duplicate_15_enzyme	0.0
R_CCPPCCOAL_duplicate_16_enzyme	0.0
R_CCPPCCOAL_duplicate_17_enzyme	0.0
R_CCPPCCOAL_duplicate_18_enzyme	0.0
R_CCPPCCOAL_duplicate_19_enzyme	0.0
R_CCPAMAH_enzyme	0.0
R_NAPMSCD_enzyme	0.0
R_NAPMSCD_duplicate_2_enzyme	0.0
R_NAPMSCD_duplicate_3_enzyme	0.0
R_NAPMSCD_duplicate_4_enzyme	0.0
R_NAPMSCD_duplicate_5_enzyme	0.0
R_BTCAL_enzyme	0
R_GACT_h_enzyme	0.0
R_ALRTa_enzyme	0.0
R_XANt2_enzyme	0
R_XANt_enzyme	0
R_BZFORCL1_enzyme	0.0
R_KYN_enzyme	0.0
R_BZFORCL2_enzyme	0.0
R_KYNRN1_enzyme	0.0
R_ALRTx_enzyme	0.0
R_ALRTs_enzyme	0.0
R_MG2t_enzyme	0
R_KYNRN3_enzyme	0.0
R_4NPHPP_enzyme	0.0
R_4NPHPP_duplicate_2_enzyme	0.0
R_4NPHPP_duplicate_3_enzyme	0.0
R_ACS_enzyme	0.0
R_ACS_duplicate_2_enzyme	0.0
R_ACS_duplicate_3_enzyme	0.0
R_ACS_duplicate_4_enzyme	0.0
R_ACS_duplicate_5_enzyme	0.0
R_ACS_duplicate_6_enzyme	0.0
R_ACS_duplicate_7_enzyme	0.0
R_FUM_enzyme	0.0
R_FUM_duplicate_2_enzyme	0.0
R_GERCT_enzyme	0.0
R_GERCT_duplicate_2_enzyme	0.0
R_GERCT_duplicate_3_enzyme	0.0
R_GERCT_duplicate_4_enzyme	0.0
R_GERCT_duplicate_5_enzyme	0.0
R_GERCT_duplicate_6_enzyme	0.0
R_GERCT_duplicate_7_enzyme	0.0
R_NADHDH_enzyme	0.0
R_PROTCD_enzyme	0.0
R_PROTCD_duplicate_2_enzyme	0.0
R_PROTCD_duplicate_3_enzyme	0.0
R_PROTCD_duplicate_4_enzyme	0.0
R_PROTCD_duplicate_5_enzyme	0.0
R_PROTCD_duplicate_6_enzyme	0.0
R_PPNCL_enzyme	2.3957803845409132e-09
R_TRPTRS_enzyme	3.009406424752299e-07
R_G1SAT_enzyme	0.0
R_PROD2_enzyme	0.0
R_ADNt2_enzyme	0
R_ASP1DC_enzyme	0.0
R_MNAO10_enzyme	0.0
R_ADCOBNSYN_enzyme	0.0
R_MNAO13_enzyme	0.0
R_MNAO14_enzyme	0.0
R_CLt_enzyme	0
R_MNAO11_enzyme	0.0
R_MNAO12_enzyme	0.0
R_CYSTRS_enzyme	2.5358741024302774e-07
R_L_LACD2_enzyme	0.0
R_L_LACD2_duplicate_2_enzyme	0.0
R_UAGAAT_enzyme	7.602609753608705e-08
R_PHE2MO1_enzyme	0.0
R_GLUCD1_enzyme	0.0
R_GLUCD2_enzyme	0.0
R_MCITS_enzyme	0.0
R_MCITS_duplicate_2_enzyme	0.0
R_PHE2MO3_enzyme	0.0
R_PHE2MO2_enzyme	0.0
R_PPG2DG_enzyme	0.0
R_CPPPGO_enzyme	0.0
R_NDPK1_enzyme	0.0
R_NDPK2_enzyme	3.249018773629022e-06
R_NDPK5_enzyme	1.399133348791301e-07
R_4CRESOLt_enzyme	0
R_NDPK6_enzyme	0.0
R_NDPK3_enzyme	8.438280407336703e-07
R_TTDCAt2_enzyme	0
R_NDPK4_enzyme	1.8238357333391904e-07
R_NUDPK9_enzyme	0.0
R_ASPTA_enzyme	0.0
R_NDPK7_enzyme	1.4055779980257155e-07
R_NDPK8_enzyme	1.8161021542578934e-07
R_GLU5K_enzyme	0.0
R_ALPHNH_enzyme	0.0
R_ALPHNH_duplicate_2_enzyme	0.0
R_ALPHNH_duplicate_3_enzyme	0.0
R_GLNabc_enzyme	4.0358535139812756e-07
R_GLNabc_duplicate_2_enzyme	0.0
R_GLNabc_duplicate_3_enzyme	0.0
R_GLNabc_duplicate_4_enzyme	0.0
R_GLNabc_duplicate_5_enzyme	0.0
R_GLNabc_duplicate_6_enzyme	0.0
R_SEROAT_enzyme	0.0
R_ORNCD_enzyme	0.0
R_ORNCD_duplicate_2_enzyme	0.0
R_ORNCD_duplicate_3_enzyme	0.0
R_ORNCD_duplicate_4_enzyme	0.0
R_NPHS_enzyme	0.0
R_Phospholipid_enzyme	0
R_GLYCTO1p_enzyme	0.0
R_GLYCTO1p_duplicate_2_enzyme	0.0
R_GLYCTO1p_duplicate_3_enzyme	0.0
R_GLYCTO1p_duplicate_4_enzyme	0.0
R_GLYCTO1p_duplicate_5_enzyme	0.0
R_SDPDS_enzyme	0.0
R_FUCt_enzyme	0
R_VALTRS_enzyme	2.541795800518367e-06
R_SERDHT2_enzyme	0.0
R_UBQBM_enzyme	0.0
R_RNA_enzyme	0
R_PPCDC_enzyme	2.3957803845409132e-09
R_PHAS_enzyme	0.0
R_PHAS_duplicate_2_enzyme	0.0
R_SUCD1_enzyme	0.0
R_34DHFD_enzyme	0.0
R_34DHFD_duplicate_2_enzyme	0.0
R_34DHFD_duplicate_3_enzyme	0.0
R_34DHFD_duplicate_4_enzyme	0.0
R_34DHFD_duplicate_5_enzyme	0.0
R_34DHFD_duplicate_6_enzyme	0.0
R_SUCDi_enzyme	0.0
R_ASCBptspp_enzyme	0.0
R_SUCD4_enzyme	0
R_CCHCCOAL_enzyme	0.0
R_Ktr_enzyme	0
R_PYDXO_1_enzyme	0.0
R_GLUtr_enzyme	0
R_URIt2_enzyme	0
R_IDONt2r_enzyme	0
R_CTPS2_enzyme	1.0814650429176556e-06
R_UAGCVT_enzyme	4.791560769081117e-07
R_THRTRS_enzyme	1.584318967014792e-06
R_PTA2_enzyme	0.0
R_PTA2_duplicate_2_enzyme	0.0
R_CYTCOBO3_enzyme	0
R_MAN1PT2_enzyme	0.0
R_MAN1PT2_duplicate_2_enzyme	0.0
R_HIBDkt_enzyme	0.0
R_HIBDkt_duplicate_2_enzyme	0.0
R_HIBDkt_duplicate_3_enzyme	0.0
R_HIBDkt_duplicate_4_enzyme	0.0
R_HIBDkt_duplicate_5_enzyme	0.0
R_HIBDkt_duplicate_6_enzyme	0.0
R_HIBDkt_duplicate_7_enzyme	0.0
R_HIBDkt_duplicate_8_enzyme	0.0
R_HIBDkt_duplicate_9_enzyme	0.0
R_BPHEHB_enzyme	0.0
R_BPHEHB_duplicate_2_enzyme	0.0
R_BPHEHB_duplicate_3_enzyme	0.0
R_BPHEHB_duplicate_4_enzyme	0.0
R_BPHEHA_enzyme	0.0
R_BPHEHA_duplicate_2_enzyme	0.0
R_BPHEHA_duplicate_3_enzyme	0.0
R_BPHEHA_duplicate_4_enzyme	0.0
R_TRPAS2_enzyme	0
R_THDPS_enzyme	0.0
R_GALCTD_enzyme	0.0
R_GALCTD_duplicate_2_enzyme	0.0
R_GALCTD_duplicate_3_enzyme	0.0
R_GRTT_enzyme	0.0
R_GLYC3Pabc_enzyme	0.0
R_PYDXNO_enzyme	0.0
R_HACDHG_enzyme	0.0
R_TDPDRE_enzyme	0.0
R_TDPDRE_duplicate_2_enzyme	0.0
R_RNDR1_enzyme	1.8161021542578934e-07
R_RNDR1_duplicate_2_enzyme	0.0
R_RNDR2_enzyme	1.399133348791301e-07
R_RNDR2_duplicate_2_enzyme	0.0
R_PC_enzyme	0.0
R_PC_duplicate_2_enzyme	0.0
R_RNDR3_enzyme	1.4055779980257155e-07
R_RNDR3_duplicate_2_enzyme	0.0
R_VALTA_enzyme	0.0
R_RNDR4_enzyme	1.8238357333391904e-07
R_RNDR4_duplicate_2_enzyme	0.0
R_GF6PTA_enzyme	0.0
R_ATPADT_enzyme	0.0
R_NTRLASE_enzyme	0.0
R_ILEabc_enzyme	0
R_AADT2_enzyme	0.0
R_NITL2_enzyme	0.0
R_GALUi_enzyme	7.602609753608705e-08
R_NITL1_enzyme	0.0
R_FMETDF_enzyme	0.0
R_NITL5_enzyme	0.0
R_4CRESOLD_enzyme	0
R_NITL4_enzyme	0.0
R_PPCOAC_enzyme	0.0
R_PPCOAC_duplicate_2_enzyme	0.0
R_PPCOAC_duplicate_3_enzyme	0.0
R_PPA2_enzyme	0
R_PHE2MO4_enzyme	0.0
R_PPA_enzyme	0.0
R_PHE2MO5_enzyme	0.0
R_Carbohydrate_enzyme	0
R_RPI_enzyme	7.283965731894248e-08
R_ALAtr_enzyme	0
R_PYK_enzyme	0.00016474785756181545
R_PYK_duplicate_2_enzyme	0.0
R_PYK_duplicate_3_enzyme	0.0
R_IZPN_enzyme	0.0
R_RPE_enzyme	0.0
R_RPE_duplicate_2_enzyme	1.1723352015017952e-07
R_TYRTM_enzyme	0.0
R_TYRTM_duplicate_2_enzyme	0.0
R_FABC150_enzyme	0
R_CNTOB_enzyme	0
R_FABC151_enzyme	0
R_GTADT2_enzyme	0.0
R_PMCOAD_enzyme	0.0
R_GTADT1_enzyme	0.0
R_TRDR_enzyme	0.0
R_TRDR_duplicate_2_enzyme	0.0
R_TRDR_duplicate_3_enzyme	6.444649234414099e-07
R_TRDR_duplicate_4_enzyme	0.0
R_TRDR_duplicate_5_enzyme	0.0
R_TRDR_duplicate_6_enzyme	0.0
R_ACLS_enzyme	0.0
R_ACLS_duplicate_2_enzyme	0.0
R_GMHEPAT_enzyme	1.1403914630413055e-07
R_C181t_enzyme	0
R_ACACt2_enzyme	0
R_PTRCORNt7_enzyme	0
R_MICITDr_enzyme	0.0
R_3OXAPT_enzyme	0.0
R_3OXAPT_duplicate_2_enzyme	0.0
R_Cofactors_and_vitamins_enzyme	0
R_TREH_enzyme	0.0
R_HMR_0614_enzyme	0
R_GTPCI_enzyme	3.194373846048971e-09
R_GTPCI_duplicate_2_enzyme	0.0
R_FORGD_enzyme	0.0
R_AHCYSNS_enzyme	0.0
R_XAND_enzyme	0.0
R_XAND_duplicate_2_enzyme	0.0
R_XAND_duplicate_3_enzyme	0.0
R_XAND_duplicate_4_enzyme	0.0
R_XAND_duplicate_5_enzyme	0.0
R_UGMDDS_enzyme	4.791560769081117e-07
R_OCTMBZM_enzyme	0.0
R_ALLTC_enzyme	0.0
R_FABC140_enzyme	0
R_FABC141_enzyme	0
R_ACALDt_enzyme	0
R_NADH16_enzyme	0.0
R_CGS_m_enzyme	0.0
R_NADH5_enzyme	0.0
R_CYSGS2_enzyme	0.0
R_GMHEPPA_enzyme	0
R_ALAR_enzyme	0.0
R_MALTHXabc_enzyme	0
R_NADK_enzyme	8.789081622480044e-09
R_NADK_duplicate_2_enzyme	0.0
R_HETZK_enzyme	0
R_OCDCAt2_enzyme	0
R_ASPCT_enzyme	0.0
R_O2t_enzyme	0
R_CYTDtr_enzyme	0
R_DCYTt2_enzyme	0
R_DATA2_enzyme	0.0
R_DATA4_enzyme	0.0
R_OHPBAKGT_enzyme	0.0
R_DATA3_enzyme	0.0
R_AGPR_enzyme	0.0
R_AGPR_duplicate_2_enzyme	0.0
R_FRUP_enzyme	0.0
R_FRUP_duplicate_2_enzyme	0.0
R_FRUP_duplicate_3_enzyme	0.0
R_FRUP_duplicate_4_enzyme	0.0
R_THRD_enzyme	0.0
R_OCDOR_enzyme	0
R_DHDPRy_enzyme	0.0
R_DHDPRy_duplicate_2_enzyme	0.0
R_ACMANApts_enzyme	0
R_FUMAC_enzyme	0.0
R_FUMAC_duplicate_2_enzyme	0.0
R_FUMAC_duplicate_3_enzyme	0.0
R_PTAr_enzyme	0.0
R_PTAr_duplicate_2_enzyme	0.0
R_GLYAT_enzyme	0.0
R_DHPD_enzyme	0.0
R_DHPD_duplicate_2_enzyme	0.0
R_NNAM_enzyme	0.0
R_DPR_enzyme	0.0
R_DPR_duplicate_2_enzyme	0.0
R_DPR_duplicate_3_enzyme	0.0
R_GLYt2r_enzyme	0
R_TAGL2_Nlimit_enzyme	0.0
R_E4PD_enzyme	0
R_KPENH_enzyme	0.0
R_KPENH_duplicate_2_enzyme	0.0
R_KPENH_duplicate_3_enzyme	0.0
R_ADHEr_enzyme	0.0
R_ADHEr_duplicate_2_enzyme	0.0
R_ADHEr_duplicate_3_enzyme	0.0
R_ADHEr_duplicate_4_enzyme	0.0
R_OCT_enzyme	0.0
R_HIStr_enzyme	0
R_NTD9_enzyme	0.0
R_FABC120_enzyme	0
R_NTD8_enzyme	0.0
R_CCHNM2_enzyme	0.0
R_34DHBt_enzyme	0
R_NTD5_enzyme	0.0
R_NTD4_enzyme	0.0
R_NTD7_enzyme	0.0
R_NTD6_enzyme	0.0
R_ADNCYC_enzyme	0.0
R_ADNCYC_duplicate_2_enzyme	0.0
R_ADNCYC_duplicate_3_enzyme	0.0
R_ADNCYC_duplicate_4_enzyme	0.0
R_ADNCYC_duplicate_5_enzyme	0.0
R_AHCi_enzyme	0.0
R_ADHC2_enzyme	0.0
R_CCHNM1_enzyme	0.0
R_PRAIZC2_enzyme	0
R_AMAA_enzyme	0.0
R_AMAA_duplicate_2_enzyme	0.0
R_PRAIZC1_enzyme	0.0
R_PRAIZC1_duplicate_2_enzyme	0.0
R_12DHFD_enzyme	0.0
R_12DHFD_duplicate_2_enzyme	0.0
R_12DHFD_duplicate_3_enzyme	0.0
R_12DHFD_duplicate_4_enzyme	0.0
R_12DHFD_duplicate_5_enzyme	0.0
R_12DHFD_duplicate_6_enzyme	0.0
R_GUAD_enzyme	0.0
R_NTD1_enzyme	0.0
R_NAt3_2_enzyme	0
R_ASNabc_enzyme	0
R_NTD2_enzyme	0.0
R_NAt3_1g_enzyme	0
R_NMNt7_enzyme	0
R_NTD3_enzyme	0.0
R_ARGORNt7_enzyme	0
R_CBL_enzyme	0.0
R_CYSTBL2_enzyme	0.0
R_ADPT_enzyme	0.0
R_GLYTRS_enzyme	0.0
R_GLYTRS_duplicate_2_enzyme	2.6585914010864574e-06
R_3IPPMD1_enzyme	0.0
R_3IPPMD1_duplicate_2_enzyme	0.0
R_3IPPMD1_duplicate_3_enzyme	0.0
R_3IPPMD1_duplicate_4_enzyme	0.0
R_3IPPMD1_duplicate_5_enzyme	0.0
R_CYSTBL1_enzyme	0.0
R_3IPPMD2_enzyme	0.0
R_3IPPMD2_duplicate_2_enzyme	0.0
R_3IPPMD2_duplicate_3_enzyme	0.0
R_3IPPMD2_duplicate_4_enzyme	0.0
R_3IPPMD2_duplicate_5_enzyme	0.0
R_G6PDH2r_enzyme	0.0
R_G6PDH2r_duplicate_2_enzyme	0.0
R_G6PDH2r_duplicate_3_enzyme	0.0
R_ALRTgp_enzyme	0.0
R_NITOXDR_enzyme	0.0
R_NITOXDR_duplicate_2_enzyme	0.0
R_NITOXDR_duplicate_3_enzyme	0.0
R_ADNCYC1_enzyme	0.0
R_ADNCYC1_duplicate_2_enzyme	0.0
R_ADNCYC1_duplicate_3_enzyme	0.0
R_ADNCYC1_duplicate_4_enzyme	0.0
R_ADNCYC1_duplicate_5_enzyme	0.0
R_BZ12DOX_enzyme	0.0
R_BZOTD7_enzyme	0.0
R_NADDP_enzyme	0.0
R_OP4ENH_enzyme	0.0
R_OP4ENH_duplicate_2_enzyme	0.0
R_OP4ENH_duplicate_3_enzyme	0.0
R_OP4ENH_duplicate_4_enzyme	0.0
R_ACMSD_enzyme	0.0
R_BZOTD3_enzyme	0.0
R_BZOTD4_enzyme	0.0
R_BZOTD5_enzyme	0.0
R_NADDP1_enzyme	0.0
R_G1PTT_enzyme	0.0
R_G1PTT_duplicate_2_enzyme	0.0
R_G1PTT_duplicate_3_enzyme	0.0
R_BZOTD1_enzyme	0.0
R_ASPSAD_enzyme	0.0
R_ADPRT2_enzyme	0.0
R_ALCDH_pqq_x_enzyme	0.0
R_ALCDH_pqq_x_duplicate_2_enzyme	0.0
R_ALCDH_pqq_x_duplicate_3_enzyme	0.0
R_ALCDH_pqq_x_duplicate_4_enzyme	0.0
R_ALCDH_pqq_x_duplicate_5_enzyme	0.0
R_ALCDH_pqq_x_duplicate_6_enzyme	0.0
R_ALCDH_pqq_x_duplicate_7_enzyme	0.0
R_ALCDH_pqq_x_duplicate_8_enzyme	0.0
R_ADPRT3_enzyme	0.0
R_ADPRT4_enzyme	3.5738888921564806e-06
R_KAS14_enzyme	0
R_3CMUCC_enzyme	0.0
R_3CMUCC_duplicate_2_enzyme	0.0
R_BKACPS1_enzyme	0
R_ICDHyr_enzyme	0.0
R_ICDHyr_duplicate_2_enzyme	0.0
R_ANOXDR_enzyme	0.0
R_ANOXDR_duplicate_2_enzyme	0.0
R_ANOXDR_duplicate_3_enzyme	0.0
R_IG3PS_enzyme	0.0
R_ACONCt_enzyme	0
R_THMabc_enzyme	0
R_CYTDA_enzyme	0.0
R_CYTDA_duplicate_2_enzyme	0.0
R_FALDH_enzyme	0.0
R_FDFT1_enzyme	0.0
R_ANDO_enzyme	0
R_FDFT2_enzyme	0.0
R_GLBRAN2_enzyme	0.0
R_UPPDC2_enzyme	0.0
R_UPPDC1_enzyme	0.0
R_GLCNt2r_enzyme	0
R_SKDH_enzyme	3.1943738460489714e-09
R_MTTGH_enzyme	0.0
R_PDX5PSb_enzyme	0
R_TDSK_enzyme	3.8013048768043525e-08
R_DNMPPA_enzyme	0.0
R_DNMPPA_duplicate_2_enzyme	0.0
R_DNMPPA_duplicate_3_enzyme	0.0
R_DNMPPA_duplicate_4_enzyme	0.0
R_DNMPPA_duplicate_5_enzyme	0.0
R_DNMPPA_duplicate_6_enzyme	0.0
R_DNMPPA_duplicate_7_enzyme	0.0
R_DNMPPA_duplicate_8_enzyme	0.0
R_DNMPPA_duplicate_9_enzyme	0.0
R_DNMPPA_duplicate_10_enzyme	0.0
R_DNMPPA_duplicate_11_enzyme	0.0
R_DNMPPA_duplicate_12_enzyme	0.0
R_DNMPPA_duplicate_13_enzyme	0.0
R_DNMPPA_duplicate_14_enzyme	0.0
R_DNMPPA_duplicate_15_enzyme	0.0
R_DNMPPA_duplicate_16_enzyme	0.0
R_DNMPPA_duplicate_17_enzyme	0.0
R_DNMPPA_duplicate_18_enzyme	0.0
R_DNMPPA_duplicate_19_enzyme	0.0
R_DNMPPA_duplicate_20_enzyme	0.0
R_DNMPPA_duplicate_21_enzyme	0.0
R_DNMPPA_duplicate_22_enzyme	0.0
R_DNMPPA_duplicate_23_enzyme	0.0
R_DNMPPA_duplicate_24_enzyme	0.0
R_NTRIR2x_enzyme	0.0
R_PPC_enzyme	0.0
R_ACYP_enzyme	0.0
R_APPS2_enzyme	0.0
R_SDPTA_enzyme	0.0
R_SDPTA_duplicate_2_enzyme	0.0
R_6CHQt_enzyme	0
R_APPS3_enzyme	0.0
R_DPHS_enzyme	3.1943738460489714e-09
R_DPHS_duplicate_2_enzyme	0.0
R_ARGSL_enzyme	0.0
R_PAAD6_enzyme	0.0
R_PAAD5_enzyme	0.0
R_PAAD8_enzyme	0.0
R_PAAD7_enzyme	0.0
R_POX_enzyme	0.0
R_PAAD2_enzyme	0.0
R_PAAD1_enzyme	0.0
R_CITt7_enzyme	0
R_PAAD4_enzyme	0.0
R_PLIPASA1E_Nlimit_enzyme	0.0
R_NO3t7_enzyme	0
R_PAAD3_enzyme	0.0
R_SPMS3_enzyme	0.0
R_SPMS3_duplicate_2_enzyme	0.0
R_SPMS3_duplicate_3_enzyme	0.0
R_SPMS3_duplicate_4_enzyme	0.0
R_LYStr_enzyme	0
R_SPMS_enzyme	0.0
R_SPMS_duplicate_2_enzyme	0.0
R_SPMS_duplicate_3_enzyme	0.0
R_SPMS_duplicate_4_enzyme	0.0
R_COBBP1_enzyme	0.0
R_COBBP1_duplicate_2_enzyme	0.0
R_COBBP2_enzyme	0.0
R_COBBP2_duplicate_2_enzyme	0.0
R_PAAD9_enzyme	0.0
R_AOBZACt_enzyme	0
R_VALabc_enzyme	0
R_GLXCL_enzyme	0.0
R_SHKK_enzyme	3.1943738460489714e-09
R_SHKK_duplicate_2_enzyme	0.0
R_SHKK_duplicate_3_enzyme	0.0
R_ARGDC_enzyme	0.0
R_DMQMT_enzyme	0.0
R_DMQMT_duplicate_2_enzyme	0.0
R_NNDMBRT_enzyme	0.0
R_DPCOAK_enzyme	2.3957803845409132e-09
R_FUCPt6_2_enzyme	0
R_NTP3_enzyme	0.0
R_NTP1_enzyme	0.0
R_ILETRS_enzyme	1.5160651382349336e-06
R_NAt3_15_enzyme	0
R_ACBIPGT_enzyme	0.0
R_MCITL2_enzyme	0.0
R_PPS_enzyme	0.0
R_6CHQD_enzyme	0
R_OMPHHX_enzyme	0
R_CBBCYC_enzyme	0
R_GTHS_enzyme	0.0
R_MCLACi_enzyme	0.0
R_MCLACi_duplicate_2_enzyme	0.0
R_PRFGAS_enzyme	0.0
R_AHSERL4_enzyme	0.0
R_AHSERL4_duplicate_2_enzyme	0.0
R_AHSERL4_duplicate_3_enzyme	0.0
R_AHSERL4_duplicate_4_enzyme	0.0
R_AHSERL4_duplicate_5_enzyme	0.0
R_SCCNAPS_enzyme	0.0
R_SCCNAPS_duplicate_2_enzyme	0.0
R_SCCNAPS_duplicate_3_enzyme	0.0
R_SCCNAPS_duplicate_4_enzyme	0.0
R_SCCNAPS_duplicate_5_enzyme	0.0
R_SCCNAPS_duplicate_6_enzyme	0.0
R_SCCNAPS_duplicate_7_enzyme	0.0
R_INStr_enzyme	0
R_ADCL_enzyme	3.1943738460489714e-09
R_HYXNt_enzyme	0
R_PANTS_enzyme	0.0
R_DDGD_enzyme	0.0
R_OAHSL1_enzyme	0.0
R_OAHSL1_duplicate_2_enzyme	0.0
R_DXPRIi_enzyme	0.0
R_BUTt2r_enzyme	0
R_SUCCabc_enzyme	0
R_SUCCtr_enzyme	0
R_ALPNIT_enzyme	0.0
R_PMDPHT_enzyme	3.966814434322583e-12
R_PMDPHT_duplicate_2_enzyme	0.0
R_PMDPHT_duplicate_3_enzyme	0.0
R_PMDPHT_duplicate_4_enzyme	0.0
R_PMDPHT_duplicate_5_enzyme	0.0
R_PMDPHT_duplicate_6_enzyme	0.0
R_PMDPHT_duplicate_7_enzyme	0.0
R_IDPD_enzyme	0.0
R_ALADH_enzyme	0.0
R_OPHBDC_enzyme	0.0
R_OPHBDC_duplicate_2_enzyme	0.0
R_OPHBDC_duplicate_3_enzyme	0.0
R_OPHBDC_duplicate_4_enzyme	0.0
R_G3POAT_Nlimit_enzyme	0
R_16DCDC4_enzyme	0.0
R_16DCDC3_enzyme	0.0
R_THD2_enzyme	2.971085240456282e-11
R_16DCDC2_enzyme	0.0
R_16DCDC1_enzyme	0.0
R_TRSARr_enzyme	0.0
R_ETOHt2r_enzyme	0
R_THIOLS_enzyme	0.0
R_THIOLS_duplicate_2_enzyme	0.0
R_THIOLS_duplicate_3_enzyme	0.0
R_THIOLS_duplicate_4_enzyme	0.0
R_THIOLS_duplicate_5_enzyme	0.0
R_THIOLS_duplicate_6_enzyme	0.0
R_THIOLS_duplicate_7_enzyme	0.0
R_THIOLS_duplicate_8_enzyme	0.0
R_THIOLS_duplicate_9_enzyme	0.0
R_THIOLS_duplicate_10_enzyme	0.0
R_THIOLS_duplicate_11_enzyme	0.0
R_THIOLS_duplicate_12_enzyme	0.0
R_THIOLS_duplicate_13_enzyme	0.0
R_THIOLS_duplicate_14_enzyme	0.0
R_THIOLS_duplicate_15_enzyme	0.0
R_THIOLS_duplicate_16_enzyme	0.0
R_THIOLS_duplicate_17_enzyme	0.0
R_THIOLS_duplicate_18_enzyme	0.0
R_THIOLS_duplicate_19_enzyme	0.0
R_THIOLS_duplicate_20_enzyme	0.0
R_THIOLS_duplicate_21_enzyme	0.0
R_THIOLS_duplicate_22_enzyme	0.0
R_THIOLS_duplicate_23_enzyme	0.0
R_THIOLS_duplicate_24_enzyme	0.0
R_PTPATi_enzyme	2.3957803845409132e-09
R_TDPDRR_enzyme	0.0
R_TDPDRR_duplicate_2_enzyme	0.0
R_METTRS_enzyme	9.452244136853144e-07
R_TRPS2_1_enzyme	0.0
R_TRPS2_enzyme	0.0
R_OXCTD2_enzyme	0.0
R_OXCTD1_enzyme	0.0
R_PHEA4H_enzyme	0.0
R_PMPK_enzyme	0.0
R_CMK_enzyme	0.0
R_TRPS1_enzyme	0.0
R_DLACt_enzyme	0
R_AG3POAT_Nlimit_enzyme	0.0
R_AG3POAT_Nlimit_duplicate_2_enzyme	5.518440537750721e-07
R_2H3MBZP_enzyme	0.0
R_2H3MBZP_duplicate_2_enzyme	0.0
R_2H3MBZP_duplicate_3_enzyme	0.0
R_2H3MBZP_duplicate_4_enzyme	0.0
R_2H3MBZP_duplicate_5_enzyme	0.0
R_2H3MBZP_duplicate_6_enzyme	0.0
R_2H3MBZP_duplicate_7_enzyme	0.0
R_TKT1_enzyme	0.0
R_TKT1_duplicate_2_enzyme	0.0
R_TKT2_enzyme	1.1723352015017952e-07
R_TKT2_duplicate_2_enzyme	0.0
R_HXAND_enzyme	0.0
R_HXAND_duplicate_2_enzyme	0.0
R_HXAND_duplicate_3_enzyme	0.0
R_HXAND_duplicate_4_enzyme	0.0
R_HXAND_duplicate_5_enzyme	0.0
R_3OXAPLC_enzyme	0.0
R_3OXAPLC_duplicate_2_enzyme	0.0
R_3OXAPLC_duplicate_3_enzyme	0.0
R_ALRTap_enzyme	0.0
R_ALCDd_enzyme	0.0
