UNIPROT NAME	USER ID
Cell outer membrane	Cell_outer_membrane
Cell inner membrane	Cell_inner_membrane
Cytoplasm	Cytoplasm
Cell membrane	Cell_inner_membrane
Periplasm	Periplasm
Membrane	Cell_inner_membrane
Copper	Cell_inner_membrane
Secreted	Secreted
